code	term	Indicator	Indicator 2	Indicator 3	domain	severity	scale	reference standard	coding system	individual	
8192	Other hypothermia of newborn	Cold injuries - hypothermia of newborn	Cold injuries - hypothermia of newborn	Hypothermia of newborn	High-risk presentation of CM				read	3	
55895	"Hyperthermia in newborn, unspecified"	Cold injuries - hypothermia of newborn	Cold injuries - hypothermia of newborn	Hypothermia of newborn	High-risk presentation of CM				read	3	
93859	"[X]Hypothermia of newborn, unspecified"	Cold injuries - hypothermia of newborn	Cold injuries - hypothermia of newborn	Hypothermia of newborn	High-risk presentation of CM				read	3	
50017	Newborn cold injury syndrome	Cold injuries - hypothermia of newborn	Cold injuries - hypothermia of newborn	Hypothermia of newborn	High-risk presentation of CM				read	3	
95736	[X]Other hypothermia of newborn	Cold injuries - hypothermia of newborn	Cold injuries - hypothermia of newborn	Hypothermia of newborn	High-risk presentation of CM				read	3	
P80	Hypothermia of newborn	Cold injuries - hypothermia of newborn	Cold injuries - hypothermia of newborn	Hypothermia of newborn	High-risk presentation of CM				ICD-10	3	
P808	Other hypothermia of newborn	Cold injuries - hypothermia of newborn	Cold injuries - hypothermia of newborn	Hypothermia of newborn	High-risk presentation of CM				ICD-10	3	
P809	"Hypothermia of newborn, unspecified"	Cold injuries - hypothermia of newborn	Cold injuries - hypothermia of newborn	Hypothermia of newborn	High-risk presentation of CM				ICD-10	3	
3039	Retinal haemorrhage NOS	Subdural haematoma/retinal haemorrhage	Retinal haemorrhage	Eye trauma	High-risk presentation of CM				read	1	
8742	O/E - retinal haemorrhages	Subdural haematoma/retinal haemorrhage	Retinal haemorrhage	Eye trauma	High-risk presentation of CM			2	read	1	
10779	Haemorrhage - retinal	Subdural haematoma/retinal haemorrhage	Retinal haemorrhage	Eye trauma	High-risk presentation of CM			2	read	1	
28765	Subretinal haemorrhage	Subdural haematoma/retinal haemorrhage	Retinal haemorrhage	Eye trauma	High-risk presentation of CM				read	1	
46938	Superficial retinal haemorrhage	Subdural haematoma/retinal haemorrhage	Retinal haemorrhage	Eye trauma	High-risk presentation of CM				read	1	
71253	Deep retinal haemorrhage	Subdural haematoma/retinal haemorrhage	Retinal haemorrhage	Eye trauma	High-risk presentation of CM				read	1	
H356	Retinal haemorrhage	Subdural haematoma/retinal haemorrhage	Retinal haemorrhage	Eye trauma	High-risk presentation of CM			2	ICD-10	1	
280	Closed fracture rib	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM			2	read	1	
9688	Fracture of rib	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
10696	Multiple fractures of ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
7831	"Closed fracture of rib, unspecified"	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
11378	Rib fracture NOS	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
17107	Multiple rib fractures	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
11004	Closed fracture multiple ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
16494	Closed fracture of one rib	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
45723	"Fracture of rib(s), sternum, larynx or trachea NOS"	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
40533	Closed fracture of two ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
28244	Closed fracture of rib(s) NOS	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
29097	Multiple # both upper limbs & upper limb with rib + sternum	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
56384	Closed fracture of three ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
56961	"Fracture of rib(s), sternum, larynx and trachea"	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
56299	"Multiple #both legs, leg + arm ,leg + rib + sternum"	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
48224	Open fracture rib	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
34197	Closed fracture of four ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
55424	Closed fracture of five ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
65674	Closed multiple #upper limbs & upper limb with rib + sternum	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
70987	Multiple #upper limbs & upper limb with rib + sternum NOS	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
65484	Closed fracture of six ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
68652	Closed fracture of eight or more ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
90494	Closed fracture of seven ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
56254	"Complete tear, rib ligament"	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
71452	Open fracture multiple ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
73700	"Multiple #both legs, leg + arm, leg + rib + sternum NOS"	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
101560	Open fracture of rib(s) NOS	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
105691	"Multiple closed #both legs, leg + arm, leg + rib + sternum"	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
44826	Open fracture of two ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
73956	Open fracture of seven ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
111328	"Complete tear, rib ligament NOS"	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
111584	Open multiple #upper limbs & upper limb with rib + sternum	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
73613	"Open fracture of rib, unspecified"	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				read	1	
S22	"Fracture of rib(s), sternum and thoracic spine"	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				ICD-10	1	
S223	Fracture of rib	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM			2	ICD-10	1	
S2230	Fracture of rib	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				ICD-10	1	
S2231	Fracture of rib	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				ICD-10	1	
S224	Multiple fractures of ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM			2	ICD-10	1	
S2240	Multiple fractures of ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				ICD-10	1	
S2241	Multiple fractures of ribs	Fracture - ribs	Rib fractures	High risk fractures and crush injuries	High-risk presentation of CM				ICD-10	1	
4917	Evacuation of subdural haematoma	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM			2	read	1	
18912	Subdural haemorrhage NOS	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM			2	read	1	
7862	Traumatic subdural haematoma	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM			2	read	1	
17734	Subdural haematoma - nontraumatic	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM			2	read	1	
4273	Subdural haemorrhage - nontraumatic	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
6569	Subdural haemorrhage following injury	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM			2	read	1	
18411	Traumatic extradural haematoma	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
2883	Closed traumatic subdural haemorrhage	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
8181	Traumatic subdural haemorrhage	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
21410	Drainage of subdural space NOS	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
42438	"Extradural and subdural abscess, unspecified"	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
53980	Traumatic subdural haematoma without open intracranial wound	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
96677	Traumatic subdural haematoma with open intracranial wound	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
97911	Traumatic extradural haemat without open intracranial wound	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
96732	Extradural h'ge inj no open intracranial wnd + no loss consc	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
68800	Subdural h'ge inj no open intracranial wnd + unspec consc	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
73764	Subdural intraspinal abscess	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
91633	Subdural h'ge inj no open intracran wnd+LOC unspec duration	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
93458	Subdural h'ge inj no open intracran wound+concussion unspec	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
94351	Open traumatic subdural haemorrhage	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
109369	Traumatic extradural haematoma with open intracranial wound	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
94468	Subdural h'ge inj no open intracran wnd+1-24hr loss consc	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
112452	Subdural h'ge inj + open intracranial wnd+1-24hr loss consc	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
112566	Subdural h'ge inj no open intracranial wnd+>24 LOC +recovery	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				read	1	
I620	Subdural haemorrhage (acute)(nontraumatic)	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				ICD-10	1	
S065	Traumatic subdural haemorrhage	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				ICD-10	1	
S0650	Traumatic subdural haemorrhage	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				ICD-10	1	
S0651	Traumatic subdural haemorrhage	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				ICD-10	1	
S066	Traumatic subarachnoid haemorrhage	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM			2	ICD-10	1	
430	Subarachnoidhemorrhage	Subdural haematoma/retinal haemorrhage	Subdural haematoma/haemorrhage	High risk head injury	High-risk presentation of CM				ICD-9	1	
