Code,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,code_original,Severity,cut_off,scale,Reference_std,individual,system,SNOMED_CT_ID,SNOMED_CT_Des_ID,icd11
58748,Assault by bomb NOS,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL5yy00,"","",Aslt_algo_index,"",2,read,274954001,410871013,
50166,Assault by hot liquid,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TLx3.00,"","",Aslt_algo_index,"",2,read,219239003,331659018,
64152,"[X]Assault by bodily force, occurrence at sport/athlet area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3K3.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
49299,[X]Assault by sharp object occurrence at trade/service area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3E5.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
64198,[X]Assault by unspecified means occurrn other specif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3zy.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
65289,Assault by caustic substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL11.00,"","",Aslt_algo_index,"",2,read,219184009,331604017,
66514,Homicide,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL9..00,"","",Aslt_algo_index,"",2,read,27935005,46765012,
38665,[X]Disch from oth/unspecif firearm occ at unspecified place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U11E900,Unspecified place,"",Aslt_algo_index,"",2,read,63409001,105402016,
60606,[X]Rifle shotgun+largr firearm disch occ at unspecif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U11Dz00,Unspecified place,"",Aslt_algo_index,"",2,read,63409001,105402016,
51749,[X]Assault by pushing / placing victim before moving object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3H..00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
60464,[X]Contact with knife sword/dagger occurrn on street/highwy,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U116400,"","",Aslt_algo_index,"",2,read,88817006,147266018,
66737,Assault by handgun NOS,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL50z00,"","",Aslt_algo_index,"",2,read,219199009,331619016,
92315,[X]Assault by oth specif means occurrn resident institution,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3y1.00,Residential institution,"",Aslt_algo_index,"",2,read,52684005,87673015,
73101,[X]Sexual assault by bodily force occurrn resident instit'n,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3L1.00,Residential institution,"",Aslt_algo_index,"",2,read,248110007,370402013,
96649,[X]Assault oth+unsp firearm discharge occ unspecified place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3Az.00,Unspecified place,"",Aslt_algo_index,"",2,read,52684005,87673015,
54928,"[X]Assault by smoke, fire and flames",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3C..00,"","",Aslt_algo_index,"",2,read,219231000,331651015,
62109,[X]Oth fall sme levl coll/push anoth per occ oth spec place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,read,33036003,55141015,
49606,[X]Sexual assault by bodil forc occ sch oth ins/pub adm area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3L2.00,"","",Aslt_algo_index,"",2,read,248110007,370402013,
50153,Assault by drowning,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,read,219197006,331617019,
60248,[X]Assault by hanging strangulatn+suffocatn occurrn at home,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U360.00,Home,"",Aslt_algo_index,"",2,read,52684005,87673015,
93052,[X]Hanging strangulat+suffocat undet intent occurrn at home,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,read,219328003,331755016,
65968,[X]Assault by corrosive substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U31..00,"","",Aslt_algo_index,"",2,read,269732008,404275011,
72958,[X]Assault by other specif means occurrn other specif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3yy.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
71032,[X]Assault by pesticide,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U32..00,"","",Aslt_algo_index,"",2,read,386681000000103,801121000000119,
35173,"[X]Assault by steam, hot vapours and hot objects",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3D..00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
103153,[X]Hit strck kick twist bittn/scrtch anoth pers street/h'way,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U120400,"","",Aslt_algo_index,"",2,read,428200002,2692306014,
109535,[X]Hit struck kick twist bitten/scratch anoth pers occ farm,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U120700,"","",Aslt_algo_index,"",2,read,428200002,2692306014,
103885,[X]Sexual assault by bodily force occurrn indust/constr area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3L6.00,"","",Aslt_algo_index,"",2,read,248110007,370402013,
47062,Assault by bomb in house,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL5y100,"","",Aslt_algo_index,"",2,read,219213001,331633016,
55285,Assault by hanging,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL31.00,"","",Aslt_algo_index,"",2,read,219193005,331613015,
55279,Assault by military firearms,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL53.00,"","",Aslt_algo_index,"",2,read,219205002,331625017,
63383,Assault by pistol,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL50000,"","",Aslt_algo_index,"",2,read,219200007,331620010,
71472,Assault by poisoning by other gases or vapours,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL22.00,"","",Aslt_algo_index,"",2,read,269733003,404276012,
95160,Assault by poisoning NOS,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL2z.00,"","",Aslt_algo_index,"",2,read,219186006,331606015,
99124,"[X]Assault by handgun discharge, occurrence at home",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U380.00,Home,"",Aslt_algo_index,"",2,read,52684005,87673015,
96493,[X]Assault by rifl shotgun+larger firearm disch occ at home,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U390.00,Home,"",Aslt_algo_index,"",2,read,52684005,87673015,
73148,[X]Drowning + submersion while in bath-tub occurrn at home,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U130000,Home,"",Aslt_algo_index,"",2,read,391451000000104,792251000000113,
59512,[X]Struck by thrown projectd/falling object occurrn at home,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U110000,Home,"",Aslt_algo_index,"",2,read,88817006,147266018,
61476,[X]Assault by gases and vapour occurrn at unspecified place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U33z.00,Unspecified place,"",Aslt_algo_index,"",2,read,52684005,87673015,
63862,[X]Assault unspecif chemicl/noxous subst occ unspecif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U35z.00,Unspecified place,"",Aslt_algo_index,"",2,read,52684005,87673015,
67376,[X]Assault by explosive material,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3B..00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
104195,[X]Assault by explosive material occurrn other specif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3By.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
66473,[X]Assault by push fr high plce occ sch oth ins/pub adm area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3G2.00,"","",Aslt_algo_index,"",2,read,219234008,331654011,
71426,[X]Assault by sharp object occurrn at sports/athletics area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3E3.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
105193,[X]Assault drug medicam+biolog subs occ sch/ins/pub adm area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U302.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
58820,[X]Asslt by push/plac victm befr mov obj occ oth specif plce,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3Hy.00,"","",Aslt_algo_index,"",2,read,242927008,363381019,
72819,[X]Strikng against/strck by othr objct occ on street/highway,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U112400,"","",Aslt_algo_index,"",2,read,302979006,445028012,
53154,[X]Struck by thrwn projectd/fallng obj occ oth specif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U110y00,"","",Aslt_algo_index,"",2,read,88817006,147266018,
56797,Assassination attempt NOS,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TLxz100,"","",Aslt_algo_index,"",2,read,52684005,87673015,
91601,Assassination successful NOS,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TLxz200,"","",Aslt_algo_index,"",2,read,52684005,87673015,
50493,Assault by corrosive substance NOS,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL1z.00,"","",Aslt_algo_index,"",2,read,269732008,404275011,
68823,Assault by explosive NOS,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL5z.00,"","",Aslt_algo_index,"",2,read,274954001,410871013,
105543,"[X]Assault by gases and vapours, occurrence at home",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U330.00,Home,"",Aslt_algo_index,"",2,read,52684005,87673015,
66326,[X]Assault by oth+unspecif firearm discharge occurrn home,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3A0.00,Home,"",Aslt_algo_index,"",2,read,52684005,87673015,
101537,[X]Assault by push/plac victm befor movng obj occurrn home,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3H0.00,Home,"",Aslt_algo_index,"",2,read,242927008,363381019,
109859,[X]Assault by steam hot vapours+hot objects occurrn at home,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3D0.00,Home,"",Aslt_algo_index,"",2,read,219231000,331651015,
59906,[X]Drowning+submersn follow fall into bath-tub occ at home,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U131000,Home,"",Aslt_algo_index,"",2,read,405191000000105,1014461000000115,
99723,[X]Drowning+submersn while in swimming-pool occurrn at home,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U132000,Home,"",Aslt_algo_index,"",2,read,217776008,330047010,
53386,"[X]Handgun discharge, occurrence at home",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U11C000,Home,"",Aslt_algo_index,"",2,read,218082000,330381012,
54260,[X]Assault by blunt object occurrn in resident institution,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3F1.00,Residential institution,"",Aslt_algo_index,"",2,read,52684005,87673015,
100389,[X]Assault by pesticides occurrn in residential institution,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U321.00,Residential institution,"",Aslt_algo_index,"",2,read,420911000000103,804091000000118,
103138,[X]Assault by sharp object occurrn in resident institution,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3E1.00,Residential institution,"",Aslt_algo_index,"",2,read,52684005,87673015,
62522,[X]Assault by unspecified means occurrn resident institut'n,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3z1.00,Residential institution,"",Aslt_algo_index,"",2,read,52684005,87673015,
99091,[X]Crush push/step on by crowd/humn stampede occ resid inst,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U122100,Residential institution,"",Aslt_algo_index,"",2,read,217860008,330147013,
112244,[X]Disch from other/unspecif firearms occ in resid instit'n,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U11E100,Residential institution,"",Aslt_algo_index,"",2,read,63409001,105402016,
96663,[X]Strikng against/struck by other object occ in resid inst,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U112100,Residential institution,"",Aslt_algo_index,"",2,read,302979006,445028012,
93173,[X]Assault by handgun discharge occurrenc at unspecif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U38z.00,Unspecified place,"",Aslt_algo_index,"",2,read,52684005,87673015,
99109,"[X]Assault by pesticides, occurrence at unspecified place",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U32z.00,Unspecified place,"",Aslt_algo_index,"",2,read,473821000000106,1013891000000110,
98708,"[X]Handgun discharge, occurrence at unspecified place",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U11Cz00,Unspecified place,"",Aslt_algo_index,"",2,read,218082000,330381012,
92504,[X]Assault by blunt object occurrence at trade/service area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3F5.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
56280,[X]Assault by blunt object occurrn at sports/athletics area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3F3.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
73938,"[X]Assault by bodily force, occurrence on farm",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3K7.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
50655,[X]Assault by crash of motor vehicle occ on street/highway,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3J4.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
111332,[X]Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U37..00,"","",Aslt_algo_index,"",2,read,219197006,331617019,
63579,[X]Assault by explosive material occurrn indust/constr area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3B6.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
97684,[X]Assault by gas+vapour occ school oth inst/pub admin area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U332.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
107626,[X]Assault by gas+vapour occurrn at industr/construct area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U336.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
103806,[X]Assault by handgun discharge occurrenc on street/highway,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U384.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
66800,[X]Assault by handgun discharge occurrenc oth specif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U38y.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
112213,[X]Assault by handgun discharge occurrn trade/service area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U385.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
61495,[X]Assault by hanging strangl+suffoc occurrn street/highway,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U364.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
101823,[X]Assault by hanging strangul+suffoc occ trade/servce area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U365.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
99448,[X]Assault by oth specif means occurrn sports/athletic area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3y3.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
65677,"[X]Assault by pesticides, occurrence on farm",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U327.00,"","",Aslt_algo_index,"",2,read,392791000000106,804951000000113,
97983,[X]Assault by push from high place occurrn oth specif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3Gy.00,"","",Aslt_algo_index,"",2,read,219234008,331654011,
101536,[X]Assault by pushing from high place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3G..00,"","",Aslt_algo_index,"",2,read,219234008,331654011,
108068,"[X]Assault by unspecified means, occurrence on farm",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3z7.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
68244,[X]Assault hanging strangul+suffoc occ sch/ins/pub adm area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U362.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
112384,[X]Assault oth+uns firarm discharge occ sch/ins/pub adm area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3A2.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
58965,[X]Assault oth+unsp firearm discharge occ on street/highway,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3A4.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
102071,[X]Assault oth+unsp firearm discharge occ oth specif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3Ay.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
71727,[X]Assault unspecif chemical/noxous subst occ street/highway,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U354.00,"","",Aslt_algo_index,"",2,read,52684005,87673015,
61672,[X]Crush push/step by crowd/human stampede oth specif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U122y00,"","",Aslt_algo_index,"",2,read,217860008,330147013,
105618,[X]Disch from oth/unspecif firearm occ at trade/servce area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U11E500,"","",Aslt_algo_index,"",2,read,63409001,105402016,
103191,"[X]Handgun discharge, occurrence on street and highway",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U11C400,"","",Aslt_algo_index,"",2,read,218082000,330381012,
112348,[X]Hit strck kick twist bit/scr anoth pers indust/cnstr area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U120600,"","",Aslt_algo_index,"",2,read,428200002,2692306014,
112618,[X]Oth fall lvl col/push anoth per occ sch/inst/pub adm area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U103200,"","",Aslt_algo_index,"",2,read,33036003,55141015,
109428,[X]Oth fall sme levl coll/push anth pers occ trad/serv area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U103500,"","",Aslt_algo_index,"",2,read,33036003,55141015,
99882,[X]Rifle shotgun+largr firarm disch occ at sport/athlet area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U11D300,"","",Aslt_algo_index,"",2,read,63409001,105402016,
102153,[X]Rifle shotgun+largr firarm disch occ at trade/servce area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U11D500,"","",Aslt_algo_index,"",2,read,63409001,105402016,
111912,[X]Sexual assault by bodily force occurrn sport/athlet area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3L3.00,"","",Aslt_algo_index,"",2,read,248110007,370402013,
98971,[X]Sexual assault by bodily force occurrn trade/servce area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U3L5.00,"","",Aslt_algo_index,"",2,read,248110007,370402013,
63418,[X]Strik agnst/bump into by anoth pers occ on street/highway,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U121400,"","",Aslt_algo_index,"",2,read,58538004,97271013,
66071,[X]Struck by thrown projectd/falling object occurrn on farm,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,U110700,"","",Aslt_algo_index,"",2,read,88817006,147266018,
60558,Assault by revolver,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,TL50100,"","",Aslt_algo_index,"",2,read,219201006,331621014,
11572,History of domestic violence,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,14X3.00,"","","",1,2,read,412732008,2474290010,
12684,Victim of domestic violence,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,14X8.00,"","","",1,2,read,205171000000107,314681000000113,
108157,Police domestic incident report received,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,9NDJ.00,"","","",1,2,read,895141000000105,2303581000000114,
19017,Significant event reported,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,9g0..00,"","","",1,3,read,819231000000105,2134141000000114,
93502,History of domestic abuse,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,14XD.00,"","","",1,2,read,429746005,2695471013,
103571,Subject of multi-agency risk assessment conference,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,13Hm.00,"","","",1,2,read,758941000000108,1674041000000113,
8605,History of physical abuse,mIPV1,"Physical abuse, IPV","mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,14X0.00,"","","",1,2,read,313215004,457073014,
3483,Violent spouse,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,13HD.00,"","","",1,2,read,160802003,250677010,
12537,Victim of physical abuse,mIPV1,"Physical abuse, IPV","mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,14X5.00,"","","",1,2,read,225824003,339324014,
21259,Violence between parents,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,13HP600,"","","",1,3,read,160829008,250739010,
97175,Family member subject of child protection plan,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,13Iy.00,"","","",1,2,read,375041000000100,737571000000110,
107316,Victim of domestic abuse,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,14XG.00,"","","",1,2,read,879911000000102,2270041000000118,
3321,Battered wife,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,SN56300,"","","",1,2,read,213012007,324766016,
30634,Alleged perpetrator of domestic violence,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,14XC.00,"","","",1,2,read,206411000000103,317621000000115,
107307,Domestic abuse victim in household,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,13Wd.00,"","","",1,2,read,881081000000100,2272741000000117,
26418,Advice about domestic violence,mIPV1,Parental intimate partner violence NOS,"mIPV, NOS (incl. physical/sexual abuse)",mIPV,mIPV,67Ia.00,"","","",1,2,read,413457006,2533621018,
