medcode	term	health_comorbidity_domain	severity	scale	system	individual
24028	"Juvenile osteochondrosis of the leg, unspecified"	Osteoporosis			read	2
31367	Active rickets	Osteoporosis			read	2
60433	Osteoporosis in multiple myelomatosis	Osteoporosis			read	2
35026	Juvenile osteochondrosis of the primary patellar centre	Osteoporosis			read	2
60589	Juvenile osteochondrosis of the foot NOS	Osteoporosis			read	2
39334	Postoophorectomy osteoporosis with pathological fracture	Osteoporosis			read	2
66062	Renal rickets	Osteoporosis			read	1
69215	Fixation of epiphysis using Adams hip pin	Osteoporosis			read	2
70349	Postoophorectomy osteoporosis	Osteoporosis			read	2
53933	Osteogenesis imperfecta NOS	Osteoporosis			read	2
105896	Vitamin D-dependent rickets	Osteoporosis			read	1
63567	"Juvenile osteochondrosis of the foot, unspecified"	Osteoporosis			read	2
31580	Osteoporosis in endocrine disorders	Osteoporosis			read	2
102730	[X]Osteoporosis in other disorders classified elsewhere	Osteoporosis			read	2
51014	Diaz's disease - osteochondrosis of astragalus	Osteoporosis			read	2
73900	[X]Collapsed vertebra in diseases classified elsewhere	Osteoporosis			read	2
54232	Localized osteoporosis - Lequesne	Osteoporosis			read	2
107983	X-linked hypophosphataemic rickets	Osteoporosis			read	1
93705	Minimal trauma fracture due to unspecified osteoporosis	Osteoporosis			read	2
61243	Late effect of rickets	Osteoporosis			read	1
97751	Osteogenesis imperfecta type IV	Osteoporosis			read	2
105290	Osteoporosis monitoring verbal invitation	Osteoporosis			read	2
106346	Autosomal dominant hypophosphataemic rickets	Osteoporosis			read	1
68019	Postsurgical malabsorption osteoporosis with path fracture	Osteoporosis			read	2
92887	Osteoporosis monitoring default	Osteoporosis			read	2
93655	Postsurgical malabsorption osteoporosis	Osteoporosis			read	2
96779	Osteoporosis monitoring deleted	Osteoporosis			read	2
98189	Osteoporosis - no treatment response	Osteoporosis			read	2
68680	Coeliac rickets	Osteoporosis			read	1
69436	Osteogenesis imperfecta type III	Osteoporosis			read	2
100102	"[X]Spinal osteochondrosis, unspecified"	Osteoporosis			read	2
98662	Osteogenesis imperfecta type II	Osteoporosis			read	2
103017	Osteogenesis imperfecta - unclassifiable	Osteoporosis			read	2
108528	[X]Other specified juvenile osteochondrosis	Osteoporosis			read	2
E550	"Rickets, active"	Osteoporosis			ICD-10	1
E643	Sequelae of rickets	Osteoporosis			ICD-10	1
M42	Spinal osteochondrosis	Osteoporosis			ICD-10	2
M420	Juvenile osteochondrosis of spine	Osteoporosis			ICD-10	2
M4200	Juvenile osteochondrosis of spine	Osteoporosis			ICD-10	2
M4201	Juvenile osteochondrosis of spine	Osteoporosis			ICD-10	2
M4202	Juvenile osteochondrosis of spine	Osteoporosis			ICD-10	2
M4203	Juvenile osteochondrosis of spine	Osteoporosis			ICD-10	2
M4204	Juvenile osteochondrosis of spine	Osteoporosis			ICD-10	2
M4205	Juvenile osteochondrosis of spine	Osteoporosis			ICD-10	2
M4206	Juvenile osteochondrosis of spine	Osteoporosis			ICD-10	2
M4207	Juvenile osteochondrosis of spine	Osteoporosis			ICD-10	2
M4208	Juvenile osteochondrosis of spine	Osteoporosis			ICD-10	2
M4209	Juvenile osteochondrosis of spine	Osteoporosis			ICD-10	2
M421	Adult osteochondrosis of spine	Osteoporosis			ICD-10	2
M4210	Adult osteochondrosis of spine	Osteoporosis			ICD-10	2
M4211	Adult osteochondrosis of spine	Osteoporosis			ICD-10	2
M4212	Adult osteochondrosis of spine	Osteoporosis			ICD-10	2
M4213	Adult osteochondrosis of spine	Osteoporosis			ICD-10	2
M4214	Adult osteochondrosis of spine	Osteoporosis			ICD-10	2
M4215	Adult osteochondrosis of spine	Osteoporosis			ICD-10	2
M4216	Adult osteochondrosis of spine	Osteoporosis			ICD-10	2
M4217	Adult osteochondrosis of spine	Osteoporosis			ICD-10	2
M4218	Adult osteochondrosis of spine	Osteoporosis			ICD-10	2
M4219	Adult osteochondrosis of spine	Osteoporosis			ICD-10	2
M429	"Spinal osteochondrosis, unspecified"	Osteoporosis			ICD-10	2
M4290	"Spinal osteochondrosis, unspecified"	Osteoporosis			ICD-10	2
M4291	"Spinal osteochondrosis, unspecified"	Osteoporosis			ICD-10	2
M4292	"Spinal osteochondrosis, unspecified"	Osteoporosis			ICD-10	2
M4293	"Spinal osteochondrosis, unspecified"	Osteoporosis			ICD-10	2
M4294	"Spinal osteochondrosis, unspecified"	Osteoporosis			ICD-10	2
M4295	"Spinal osteochondrosis, unspecified"	Osteoporosis			ICD-10	2
M4296	"Spinal osteochondrosis, unspecified"	Osteoporosis			ICD-10	2
M4297	"Spinal osteochondrosis, unspecified"	Osteoporosis			ICD-10	2
M4298	"Spinal osteochondrosis, unspecified"	Osteoporosis			ICD-10	2
M4299	"Spinal osteochondrosis, unspecified"	Osteoporosis			ICD-10	2
M91	Juvenile osteochondrosis of hip and pelvis	Osteoporosis			ICD-10	2
M910	Juvenile osteochondrosis of pelvis	Osteoporosis			ICD-10	2
M911	Juvenile osteochondrosis of head of femur [Legg-Calv??-Perthes]	Osteoporosis			ICD-10	2
M918	Other juvenile osteochondrosis of hip and pelvis	Osteoporosis			ICD-10	2
M9180	Other juvenile osteochondrosis of hip and pelvis	Osteoporosis			ICD-10	2
M919	"Juvenile osteochondrosis of hip and pelvis, unspecified"	Osteoporosis			ICD-10	2
M9190	"Juvenile osteochondrosis of hip and pelvis, unspecified"	Osteoporosis			ICD-10	2
M92	Other juvenile osteochondrosis	Osteoporosis			ICD-10	2
M920	Juvenile osteochondrosis of humerus	Osteoporosis			ICD-10	2
M921	Juvenile osteochondrosis of radius and ulna	Osteoporosis			ICD-10	2
M922	Juvenile osteochondrosis of hand	Osteoporosis			ICD-10	2
M923	Other juvenile osteochondrosis of upper limb	Osteoporosis			ICD-10	2
M924	Juvenile osteochondrosis of patella	Osteoporosis			ICD-10	2
M925	Juvenile osteochondrosis of tibia and fibula	Osteoporosis			ICD-10	2
M926	Juvenile osteochondrosis of tarsus	Osteoporosis			ICD-10	2
M927	Juvenile osteochondrosis of metatarsus	Osteoporosis			ICD-10	2
M928	Other specified juvenile osteochondrosis	Osteoporosis			ICD-10	2
M929	"Juvenile osteochondrosis, unspecified"	Osteoporosis			ICD-10	2
Q780	Osteogenesis imperfecta	Osteoporosis			ICD-10	2
M80	Osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M800	Postmenopausal osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8000	Postmenopausal osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8001	Postmenopausal osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8002	Postmenopausal osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8003	Postmenopausal osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8004	Postmenopausal osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8005	Postmenopausal osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8006	Postmenopausal osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8007	Postmenopausal osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8008	Postmenopausal osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8009	Postmenopausal osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M801	Postoophorectomy osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8010	Postoophorectomy osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8011	Postoophorectomy osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8012	Postoophorectomy osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8013	Postoophorectomy osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8014	Postoophorectomy osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8015	Postoophorectomy osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8016	Postoophorectomy osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8017	Postoophorectomy osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8018	Postoophorectomy osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8019	Postoophorectomy osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M802	Osteoporosis of disuse with pathological fracture	Osteoporosis			ICD-10	2
M8020	Osteoporosis of disuse with pathological fracture	Osteoporosis			ICD-10	2
M8021	Osteoporosis of disuse with pathological fracture	Osteoporosis			ICD-10	2
M8022	Osteoporosis of disuse with pathological fracture	Osteoporosis			ICD-10	2
M8023	Osteoporosis of disuse with pathological fracture	Osteoporosis			ICD-10	2
M8024	Osteoporosis of disuse with pathological fracture	Osteoporosis			ICD-10	2
M8025	Osteoporosis of disuse with pathological fracture	Osteoporosis			ICD-10	2
M8026	Osteoporosis of disuse with pathological fracture	Osteoporosis			ICD-10	2
M8027	Osteoporosis of disuse with pathological fracture	Osteoporosis			ICD-10	2
M8028	Osteoporosis of disuse with pathological fracture	Osteoporosis			ICD-10	2
M8029	Osteoporosis of disuse with pathological fracture	Osteoporosis			ICD-10	2
M803	Postsurgical malabsorption osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8030	Postsurgical malabsorption osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8031	Postsurgical malabsorption osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8032	Postsurgical malabsorption osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8033	Postsurgical malabsorption osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8034	Postsurgical malabsorption osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8035	Postsurgical malabsorption osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8036	Postsurgical malabsorption osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8037	Postsurgical malabsorption osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8038	Postsurgical malabsorption osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8039	Postsurgical malabsorption osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M804	Drug-induced osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8040	Drug-induced osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8041	Drug-induced osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8042	Drug-induced osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8043	Drug-induced osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8044	Drug-induced osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8045	Drug-induced osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8046	Drug-induced osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8047	Drug-induced osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8048	Drug-induced osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8049	Drug-induced osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M805	Idiopathic osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8050	Idiopathic osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8051	Idiopathic osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8052	Idiopathic osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8053	Idiopathic osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8054	Idiopathic osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8055	Idiopathic osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8056	Idiopathic osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8057	Idiopathic osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8058	Idiopathic osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8059	Idiopathic osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M808	Other osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8080	Other osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8081	Other osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8082	Other osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8083	Other osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8084	Other osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8085	Other osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8086	Other osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8087	Other osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8088	Other osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8089	Other osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M809	Unspecified osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8090	Unspecified osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8091	Unspecified osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8092	Unspecified osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8093	Unspecified osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8094	Unspecified osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8095	Unspecified osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8096	Unspecified osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8097	Unspecified osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8098	Unspecified osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M8099	Unspecified osteoporosis with pathological fracture	Osteoporosis			ICD-10	2
M81	Osteoporosis without pathological fracture	Osteoporosis			ICD-10	2
M810	Postmenopausal osteoporosis	Osteoporosis			ICD-10	2
M8100	Postmenopausal osteoporosis	Osteoporosis			ICD-10	2
M8101	Postmenopausal osteoporosis	Osteoporosis			ICD-10	2
M8102	Postmenopausal osteoporosis	Osteoporosis			ICD-10	2
M8103	Postmenopausal osteoporosis	Osteoporosis			ICD-10	2
M8104	Postmenopausal osteoporosis	Osteoporosis			ICD-10	2
M8105	Postmenopausal osteoporosis	Osteoporosis			ICD-10	2
M8106	Postmenopausal osteoporosis	Osteoporosis			ICD-10	2
M8107	Postmenopausal osteoporosis	Osteoporosis			ICD-10	2
M8108	Postmenopausal osteoporosis	Osteoporosis			ICD-10	2
M8109	Postmenopausal osteoporosis	Osteoporosis			ICD-10	2
M811	Postoophorectomy osteoporosis	Osteoporosis			ICD-10	2
M8110	Postoophorectomy osteoporosis	Osteoporosis			ICD-10	2
M8111	Postoophorectomy osteoporosis	Osteoporosis			ICD-10	2
M8112	Postoophorectomy osteoporosis	Osteoporosis			ICD-10	2
M8113	Postoophorectomy osteoporosis	Osteoporosis			ICD-10	2
M8114	Postoophorectomy osteoporosis	Osteoporosis			ICD-10	2
M8115	Postoophorectomy osteoporosis	Osteoporosis			ICD-10	2
M8116	Postoophorectomy osteoporosis	Osteoporosis			ICD-10	2
M8117	Postoophorectomy osteoporosis	Osteoporosis			ICD-10	2
M8118	Postoophorectomy osteoporosis	Osteoporosis			ICD-10	2
M8119	Postoophorectomy osteoporosis	Osteoporosis			ICD-10	2
M812	Osteoporosis of disuse	Osteoporosis			ICD-10	2
M8120	Osteoporosis of disuse	Osteoporosis			ICD-10	2
M8121	Osteoporosis of disuse	Osteoporosis			ICD-10	2
M8122	Osteoporosis of disuse	Osteoporosis			ICD-10	2
M8123	Osteoporosis of disuse	Osteoporosis			ICD-10	2
M8124	Osteoporosis of disuse	Osteoporosis			ICD-10	2
M8125	Osteoporosis of disuse	Osteoporosis			ICD-10	2
M8126	Osteoporosis of disuse	Osteoporosis			ICD-10	2
M8127	Osteoporosis of disuse	Osteoporosis			ICD-10	2
M8128	Osteoporosis of disuse	Osteoporosis			ICD-10	2
M8129	Osteoporosis of disuse	Osteoporosis			ICD-10	2
M813	Postsurgical malabsorption osteoporosis	Osteoporosis			ICD-10	2
M8130	Postsurgical malabsorption osteoporosis	Osteoporosis			ICD-10	2
M8131	Postsurgical malabsorption osteoporosis	Osteoporosis			ICD-10	2
M8132	Postsurgical malabsorption osteoporosis	Osteoporosis			ICD-10	2
M8133	Postsurgical malabsorption osteoporosis	Osteoporosis			ICD-10	2
M8134	Postsurgical malabsorption osteoporosis	Osteoporosis			ICD-10	2
M8135	Postsurgical malabsorption osteoporosis	Osteoporosis			ICD-10	2
M8136	Postsurgical malabsorption osteoporosis	Osteoporosis			ICD-10	2
M8137	Postsurgical malabsorption osteoporosis	Osteoporosis			ICD-10	2
M8138	Postsurgical malabsorption osteoporosis	Osteoporosis			ICD-10	2
M8139	Postsurgical malabsorption osteoporosis	Osteoporosis			ICD-10	2
M814	Drug-induced osteoporosis	Osteoporosis			ICD-10	2
M8140	Drug-induced osteoporosis	Osteoporosis			ICD-10	2
M8141	Drug-induced osteoporosis	Osteoporosis			ICD-10	2
M8142	Drug-induced osteoporosis	Osteoporosis			ICD-10	2
M8143	Drug-induced osteoporosis	Osteoporosis			ICD-10	2
M8144	Drug-induced osteoporosis	Osteoporosis			ICD-10	2
M8145	Drug-induced osteoporosis	Osteoporosis			ICD-10	2
M8146	Drug-induced osteoporosis	Osteoporosis			ICD-10	2
M8147	Drug-induced osteoporosis	Osteoporosis			ICD-10	2
M8148	Drug-induced osteoporosis	Osteoporosis			ICD-10	2
M8149	Drug-induced osteoporosis	Osteoporosis			ICD-10	2
M815	Idiopathic osteoporosis	Osteoporosis			ICD-10	2
M8150	Idiopathic osteoporosis	Osteoporosis			ICD-10	2
M8151	Idiopathic osteoporosis	Osteoporosis			ICD-10	2
M8152	Idiopathic osteoporosis	Osteoporosis			ICD-10	2
M8153	Idiopathic osteoporosis	Osteoporosis			ICD-10	2
M8154	Idiopathic osteoporosis	Osteoporosis			ICD-10	2
M8155	Idiopathic osteoporosis	Osteoporosis			ICD-10	2
M8156	Idiopathic osteoporosis	Osteoporosis			ICD-10	2
M8157	Idiopathic osteoporosis	Osteoporosis			ICD-10	2
M8158	Idiopathic osteoporosis	Osteoporosis			ICD-10	2
M8159	Idiopathic osteoporosis	Osteoporosis			ICD-10	2
M816	Localized osteoporosis [Lequesne]	Osteoporosis			ICD-10	2
M8160	Localized osteoporosis [Lequesne]	Osteoporosis			ICD-10	2
M8161	Localized osteoporosis [Lequesne]	Osteoporosis			ICD-10	2
M8162	Localized osteoporosis [Lequesne]	Osteoporosis			ICD-10	2
M8163	Localized osteoporosis [Lequesne]	Osteoporosis			ICD-10	2
M8164	Localized osteoporosis [Lequesne]	Osteoporosis			ICD-10	2
M8165	Localized osteoporosis [Lequesne]	Osteoporosis			ICD-10	2
M8166	Localized osteoporosis [Lequesne]	Osteoporosis			ICD-10	2
M8167	Localized osteoporosis [Lequesne]	Osteoporosis			ICD-10	2
M8168	Localized osteoporosis [Lequesne]	Osteoporosis			ICD-10	2
M8169	Localized osteoporosis [Lequesne]	Osteoporosis			ICD-10	2
M818	Other osteoporosis	Osteoporosis			ICD-10	2
M8180	Other osteoporosis	Osteoporosis			ICD-10	2
M8181	Other osteoporosis	Osteoporosis			ICD-10	2
M8182	Other osteoporosis	Osteoporosis			ICD-10	2
M8183	Other osteoporosis	Osteoporosis			ICD-10	2
M8184	Other osteoporosis	Osteoporosis			ICD-10	2
M8185	Other osteoporosis	Osteoporosis			ICD-10	2
M8186	Other osteoporosis	Osteoporosis			ICD-10	2
M8187	Other osteoporosis	Osteoporosis			ICD-10	2
M8188	Other osteoporosis	Osteoporosis			ICD-10	2
M8189	Other osteoporosis	Osteoporosis			ICD-10	2
M819	"Osteoporosis, unspecified"	Osteoporosis			ICD-10	2
M8190	"Osteoporosis, unspecified"	Osteoporosis			ICD-10	2
M8191	"Osteoporosis, unspecified"	Osteoporosis			ICD-10	2
M8192	"Osteoporosis, unspecified"	Osteoporosis			ICD-10	2
M8193	"Osteoporosis, unspecified"	Osteoporosis			ICD-10	2
M8194	"Osteoporosis, unspecified"	Osteoporosis			ICD-10	2
M8195	"Osteoporosis, unspecified"	Osteoporosis			ICD-10	2
M8196	"Osteoporosis, unspecified"	Osteoporosis			ICD-10	2
M8197	"Osteoporosis, unspecified"	Osteoporosis			ICD-10	2
M8198	"Osteoporosis, unspecified"	Osteoporosis			ICD-10	2
M8199	"Osteoporosis, unspecified"	Osteoporosis			ICD-10	2
M82	Osteoporosis in diseases classified elsewhere	Osteoporosis			ICD-10	2
M820	Osteoporosis in multiple myelomatosis	Osteoporosis			ICD-10	2
M8200	Osteoporosis in multiple myelomatosis	Osteoporosis			ICD-10	2
M8201	Osteoporosis in multiple myelomatosis	Osteoporosis			ICD-10	2
M8202	Osteoporosis in multiple myelomatosis	Osteoporosis			ICD-10	2
M8203	Osteoporosis in multiple myelomatosis	Osteoporosis			ICD-10	2
M8204	Osteoporosis in multiple myelomatosis	Osteoporosis			ICD-10	2
M8205	Osteoporosis in multiple myelomatosis	Osteoporosis			ICD-10	2
M8206	Osteoporosis in multiple myelomatosis	Osteoporosis			ICD-10	2
M8207	Osteoporosis in multiple myelomatosis	Osteoporosis			ICD-10	2
M8208	Osteoporosis in multiple myelomatosis	Osteoporosis			ICD-10	2
M8209	Osteoporosis in multiple myelomatosis	Osteoporosis			ICD-10	2
M821	Osteoporosis in endocrine disorders	Osteoporosis			ICD-10	2
M8210	Osteoporosis in endocrine disorders	Osteoporosis			ICD-10	2
M8211	Osteoporosis in endocrine disorders	Osteoporosis			ICD-10	2
M8212	Osteoporosis in endocrine disorders	Osteoporosis			ICD-10	2
M8213	Osteoporosis in endocrine disorders	Osteoporosis			ICD-10	2
M8214	Osteoporosis in endocrine disorders	Osteoporosis			ICD-10	2
M8215	Osteoporosis in endocrine disorders	Osteoporosis			ICD-10	2
M8216	Osteoporosis in endocrine disorders	Osteoporosis			ICD-10	2
M8217	Osteoporosis in endocrine disorders	Osteoporosis			ICD-10	2
M8218	Osteoporosis in endocrine disorders	Osteoporosis			ICD-10	2
M8219	Osteoporosis in endocrine disorders	Osteoporosis			ICD-10	2
M828	Osteoporosis in other diseases classified elsewhere	Osteoporosis			ICD-10	2
M8280	Osteoporosis in other diseases classified elsewhere	Osteoporosis			ICD-10	2
M8281	Osteoporosis in other diseases classified elsewhere	Osteoporosis			ICD-10	2
M8282	Osteoporosis in other diseases classified elsewhere	Osteoporosis			ICD-10	2
M8283	Osteoporosis in other diseases classified elsewhere	Osteoporosis			ICD-10	2
M8284	Osteoporosis in other diseases classified elsewhere	Osteoporosis			ICD-10	2
M8285	Osteoporosis in other diseases classified elsewhere	Osteoporosis			ICD-10	2
M8286	Osteoporosis in other diseases classified elsewhere	Osteoporosis			ICD-10	2
M8287	Osteoporosis in other diseases classified elsewhere	Osteoporosis			ICD-10	2
M8288	Osteoporosis in other diseases classified elsewhere	Osteoporosis			ICD-10	2
M8289	Osteoporosis in other diseases classified elsewhere	Osteoporosis			ICD-10	2
277	Osteoporosis	Osteoporosis			read	2
93497	Fragility fracture	Osteoporosis			read	2
3346	Vertebral osteoporosis	Osteoporosis			read	2
9700	Postmenopausal osteoporosis	Osteoporosis			read	2
5841	Collapse of lumbar vertebra due to osteoporosis	Osteoporosis			read	2
4013	Collapse of vertebra due to osteoporosis NOS	Osteoporosis			read	2
39217	Lumbar DXA scan result osteoporotic	Osteoporosis			read	2
42354	Hip DXA scan result osteoporotic	Osteoporosis			read	2
96342	Femoral neck DEXA scan result osteoporotic	Osteoporosis			read	2
36432	Osteoporotic kyphosis	Osteoporosis			read	2
93981	Minimal trauma fracture	Osteoporosis			read	2
8744	"Pre-eclampsia, unspecified"	Preeclampsia			read	2
617	Toxaemia NOS	Preeclampsia			read	2
9067	Severe pre-eclampsia	Preeclampsia			read	2
14867	Mild pre-eclampsia	Preeclampsia			read	2
17805	Moderate pre-eclampsia	Preeclampsia			read	2
9429	Mild or unspecified pre-eclampsia	Preeclampsia			read	2
12090	Eclampsia	Preeclampsia			read	2
16879	Mild pre-eclampsia	Preeclampsia			read	2
33715	"HELLP - Syndrome haemolysis, elev liver enzyme low platelets"	Preeclampsia			read	2
3364	Eclampsia - not delivered	Preeclampsia			read	2
39117	Eclampsia in pregnancy	Preeclampsia			read	2
59124	Mild or unspecified pre-eclampsia NOS	Preeclampsia			read	2
7103	Fetus affected by maternal toxaemia	Preeclampsia			read	2
49893	Mild or unspecified pre-eclampsia - delivered	Preeclampsia			read	2
57233	Mild or unspecified pre-eclampsia unspecified	Preeclampsia			read	2
42088	Severe pre-eclampsia - delivered	Preeclampsia			read	2
34173	Proteinuric hypertension of pregnancy	Preeclampsia			read	2
40730	Severe pre-eclampsia NOS	Preeclampsia			read	2
16421	Eclampsia - delivered	Preeclampsia			read	2
47741	Pre-eclampsia or eclampsia with hypertension unspecified	Preeclampsia			read	2
40686	Severe pre-eclampsia unspecified	Preeclampsia			read	2
42947	Pre-eclampsia or eclampsia with hypertension - delivered	Preeclampsia			read	2
43664	Pre-eclampsia or eclampsia with pre-existing hypertension	Preeclampsia			read	2
67287	Eclampsia NOS	Preeclampsia			read	2
55986	Eclampsia unspecified	Preeclampsia			read	2
44306	Eclampsia in labour	Preeclampsia			read	2
27800	Mild or unspecified pre-eclampsia - not delivered	Preeclampsia			read	2
70891	Eclampsia with postnatal complication	Preeclampsia			read	2
70487	Eclampsia - delivered with postnatal complication	Preeclampsia			read	2
62919	Severe pre-eclampsia - delivered with postnatal complication	Preeclampsia			read	2
67447	Severe pre-eclampsia - not delivered	Preeclampsia			read	2
53160	Pre-eclampsia or eclampsia with hypertension - not delivered	Preeclampsia			read	2
62916	Severe pre-eclampsia with postnatal complication	Preeclampsia			read	2
90577	Pre-eclampsia or eclampsia with hypertension - del+p/n comp	Preeclampsia			read	2
105933	Pre-eclampsia or eclampsia with hypertension + p/n comp	Preeclampsia			read	2
48347	Mild or unspecified pre-eclampsia with p/n complication	Preeclampsia			read	2
66860	Mild or unspecified pre-eclampsia - delivered with p/n comp	Preeclampsia			read	2
93055	Pre-eclampsia or eclampsia + pre-existing hypertension NOS	Preeclampsia			read	2
92998	"[X]Oedema,proteinuria+hypertens in pregnancy,childbrth,puerp"	Preeclampsia			read	2
O14	Pre-eclampsia	Preeclampsia			ICD-10	2
O140	Mild to moderate pre-eclampsia	Preeclampsia			ICD-10	2
O141	Severe pre-eclampsia	Preeclampsia			ICD-10	2
O142	HELLP syndrome	Preeclampsia			ICD-10	2
O149	"Pre-eclampsia, unspecified"	Preeclampsia			ICD-10	2
O15	Eclampsia	Preeclampsia			ICD-10	2
O150	Eclampsia in pregnancy	Preeclampsia			ICD-10	2
O151	Eclampsia in labour	Preeclampsia			ICD-10	2
O152	Eclampsia in the puerperium	Preeclampsia			ICD-10	2
O159	"Eclampsia, unspecified as to time period"	Preeclampsia			ICD-10	2
162	Psoriasis unspecified	Psoriasis			read	2
172	Psoriasis NOS	Psoriasis			read	2
3733	Psoriasis and similar disorders	Psoriasis			read	2
3193	Guttate psoriasis	Psoriasis			read	2
476	Psoriatic arthropathy	Psoriasis			read	2
4231	Pustular psoriasis	Psoriasis			read	2
2945	Psoriasis plantaris	Psoriasis			read	2
8014	Psoriasis palmaris	Psoriasis			read	2
66711	[X]Other psoriasis	Psoriasis			read	2
28456	Juvenile arthritis in psoriasis	Psoriasis			read	2
59107	[X]Other psoriatic arthropathies	Psoriasis			read	2
L40	Psoriasis	Psoriasis			ICD-10	2
M070	Distal interphalangeal psoriatic arthropathy	Psoriasis			ICD-10	2
M071	Arthritis mutilans	Psoriasis			ICD-10	2
M072	Psoriatic spondylitis	Psoriasis			ICD-10	2
M073	Other psoriatic arthropathies	Psoriasis			ICD-10	2
M090	Juvenile arthritis in psoriasis	Psoriasis			ICD-10	2
3437	H/O: psoriasis	Psoriasis	History		read	2
11761	Scalp psoriasis	Psoriasis			read	2
96880	Psoriatic arthritis	Psoriasis			read	2
30975	Psoriasis and similar disorders NOS	Psoriasis			read	2
93511	Chronic large plaque psoriasis	Psoriasis			read	2
12500	Psoriatic arthropathy NOS	Psoriasis			read	2
