code	coding term	Indicator 1	Indicator 2	Exclusion_domain	severity	scale	system
V634	"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V635	"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V636	"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V637	"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V639	"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V64	Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V640	Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V641	Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V642	Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V643	Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V644	Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V645	Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V646	Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V647	Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V649	Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V66	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V660	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V661	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V662	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V663	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V664	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V665	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V666	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V667	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V669	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V67	Occupant of heavy transport vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V670	Occupant of heavy transport vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V671	Occupant of heavy transport vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V672	Occupant of heavy transport vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V673	Occupant of heavy transport vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V674	Occupant of heavy transport vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V675	Occupant of heavy transport vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V676	Occupant of heavy transport vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V677	Occupant of heavy transport vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V679	Occupant of heavy transport vehicle injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V68	Occupant of heavy transport vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V680	Occupant of heavy transport vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V681	Occupant of heavy transport vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V682	Occupant of heavy transport vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V683	Occupant of heavy transport vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V684	Occupant of heavy transport vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V685	Occupant of heavy transport vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V686	Occupant of heavy transport vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V687	Occupant of heavy transport vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V689	Occupant of heavy transport vehicle injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V69	Occupant of heavy transport vehicle injured in other and unspecified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V690	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V691	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V692	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V693	Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V694	Driver injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V695	Passenger injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V696	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V698	Occupant [any] of heavy transport vehicle injured in other specified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V699	Occupant [any] of heavy transport vehicle injured in unspecified traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V71	Bus occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V710	Bus occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V711	Bus occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V712	Bus occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V713	Bus occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V714	Bus occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V715	Bus occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V716	Bus occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V717	Bus occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V719	Bus occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V72	Bus occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V720	Bus occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V721	Bus occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V722	Bus occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V723	Bus occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V724	Bus occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V725	Bus occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V726	Bus occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V727	Bus occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V729	Bus occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V73	"Bus occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V730	"Bus occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V731	"Bus occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V732	"Bus occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V733	"Bus occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V734	"Bus occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V735	"Bus occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V736	"Bus occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V737	"Bus occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V739	"Bus occupant injured in collision with car, pick-up truck or van"	Motor vehicle accident	Transport accident	Accident			ICD-10
V74	Bus occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V740	Bus occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V741	Bus occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V742	Bus occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V743	Bus occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V744	Bus occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V745	Bus occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V746	Bus occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V747	Bus occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V749	Bus occupant injured in collision with heavy transport vehicle or bus	Motor vehicle accident	Transport accident	Accident			ICD-10
V76	Bus occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V760	Bus occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V761	Bus occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V762	Bus occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V763	Bus occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V764	Bus occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V765	Bus occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V766	Bus occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V767	Bus occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V769	Bus occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V77	Bus occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V770	Bus occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V771	Bus occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V772	Bus occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V773	Bus occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V774	Bus occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V775	Bus occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V776	Bus occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V777	Bus occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V779	Bus occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V78	Bus occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V780	Bus occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V781	Bus occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V782	Bus occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V783	Bus occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V784	Bus occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V785	Bus occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V786	Bus occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V787	Bus occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V789	Bus occupant injured in noncollision transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V79	Bus occupant injured in other and unspecified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V790	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V791	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V792	Unspecified bus occupant injured in collision with other and unspecified motor vehicles in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V793	Bus occupant [any] injured in unspecified nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V794	Driver injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V795	Passenger injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V796	Unspecified bus occupant injured in collision with other and unspecified motor vehicles in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V798	Bus occupant [any] injured in other specified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V799	Bus occupant [any] injured in unspecified traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V802	Rider or occupant injured in collision with pedal cycle	Motor vehicle accident	Transport accident	Accident			ICD-10
V803	Rider or occupant injured in collision with two- or three-wheeled motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V804	"Rider or occupant injured in collision with car, pick-up truck, van, heavy transport vehicle or bus"	Motor vehicle accident	Transport accident	Accident			ICD-10
V805	Rider or occupant injured in collision with other specified motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V807	Rider or occupant injured in collision with other nonmotor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V808	Rider or occupant injured in collision with fixed or stationary object	Motor vehicle accident	Transport accident	Accident			ICD-10
V809	Rider or occupant injured in other and unspecified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V82	Occupant of streetcar injured in transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V820	Occupant of streetcar injured in collision with motor vehicle in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V821	Occupant of streetcar injured in collision with motor vehicle in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V822	Occupant of streetcar injured in collision with or hit by rolling stock	Motor vehicle accident	Transport accident	Accident			ICD-10
V823	Occupant of streetcar injured in collision with other object	Motor vehicle accident	Transport accident	Accident			ICD-10
V824	Person injured while boarding or alighting from streetcar	Motor vehicle accident	Transport accident	Accident			ICD-10
V825	Occupant of streetcar injured by fall in streetcar	Motor vehicle accident	Transport accident	Accident			ICD-10
V826	Occupant of streetcar injured by fall from streetcar	Motor vehicle accident	Transport accident	Accident			ICD-10
V828	Occupant of streetcar injured in other specified transport accidents	Motor vehicle accident	Transport accident	Accident			ICD-10
V829	Occupant of streetcar injured in unspecified traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V83	Occupant of special vehicle mainly used on industrial premises injured in transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V830	Driver of special industrial vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V831	Passenger of special industrial vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V832	Person on outside of special industrial vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V833	Unspecified occupant of special industrial vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V834	Person injured while boarding or alighting from special industrial vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V835	Driver of special industrial vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V836	Passenger of special industrial vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V837	Person on outside of special industrial vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V839	Unspecified occupant of special industrial vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V84	Occupant of special vehicle mainly used in agriculture injured in transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V840	Driver of special agricultural vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V841	Passenger of special agricultural vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V842	Person on outside of special agricultural vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V843	Unspecified occupant of special agricultural vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V844	Person injured while boarding or alighting from special agricultural vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V845	Driver of special agricultural vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V846	Passenger of special agricultural vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V847	Person on outside of special agricultural vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V849	Unspecified occupant of special agricultural vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V85	Occupant of special construction vehicle injured in transport accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V850	Driver of special construction vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V851	Passenger of special construction vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V852	Person on outside of special construction vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V853	Unspecified occupant of special construction vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V854	Person injured while boarding or alighting from special construction vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V855	Driver of special construction vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V856	Passenger of special construction vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V857	Person on outside of special construction vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V859	Unspecified occupant of special construction vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V86	"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident"	Motor vehicle accident	Transport accident	Accident			ICD-10
V860	Driver of all-terrain or other off-road motor vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V861	Passenger of all-terrain or other off-road motor vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V862	Person on outside of all-terrain or other off-road motor vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V863	Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V864	Person injured while boarding or alighting from all-terrain or other off-road motor vehicle	Motor vehicle accident	Transport accident	Accident			ICD-10
V865	Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V866	Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V867	Person on outside of all-terrain or other off-road motor vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V869	Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident	Motor vehicle accident	Transport accident	Accident			ICD-10
V87	Traffic accident of specified type but victim's mode of transport unknown	Motor vehicle accident	Transport accident	Accident			ICD-10
V870	Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)	Motor vehicle accident	Transport accident	Accident			ICD-10
V871	Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)	Motor vehicle accident	Transport accident	Accident			ICD-10
V872	Person injured in collision between car and pick-up truck or van (traffic)	Motor vehicle accident	Transport accident	Accident			ICD-10
V873	Person injured in collision between car and bus (traffic)	Motor vehicle accident	Transport accident	Accident			ICD-10
V874	Person injured in collision between car and heavy transport vehicle (traffic)	Motor vehicle accident	Transport accident	Accident			ICD-10
V875	Person injured in collision between heavy transport vehicle and bus (traffic)	Motor vehicle accident	Transport accident	Accident			ICD-10
V877	Person injured in collision between other specified motor vehicles (traffic)	Motor vehicle accident	Transport accident	Accident			ICD-10
V878	Person injured in other specified noncollision transport accidents involving motor vehicle (traffic)	Motor vehicle accident	Transport accident	Accident			ICD-10
V879	Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle (traffic)	Motor vehicle accident	Transport accident	Accident			ICD-10
V88	Nontraffic accident of specified type but victim's mode of transport unknown	Motor vehicle accident	Transport accident	Accident			ICD-10
V880	"Person injured in collision between car and two- or three-wheeled motor vehicle, nontraffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V881	"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle, nontraffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V882	"Person injured in collision between car and pick-up truck or van, nontraffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V883	"Person injured in collision between car and bus, nontraffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V884	"Person injured in collision between car and heavy transport vehicle, nontraffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V885	"Person injured in collision between heavy transport vehicle and bus, nontraffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V887	"Person injured in collision between other specified motor vehicles, nontraffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V888	"Person injured in other specified noncollision transport accidents involving motor vehicle, nontraffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V889	"Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle, nontraffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V89	"Motor- or nonmotor-vehicle accident, type of vehicle unspecified"	Motor vehicle accident	Transport accident	Accident			ICD-10
V890	"Person injured in unspecified motor-vehicle accident, nontraffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V891	"Person injured in unspecified nonmotor-vehicle accident, nontraffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V892	"Person injured in unspecified motor-vehicle accident, traffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V893	"Person injured in unspecified nonmotor-vehicle accident, traffic"	Motor vehicle accident	Transport accident	Accident			ICD-10
V899	Person injured in unspecified vehicle accident	Motor vehicle accident	Transport accident	Accident			ICD-10
W60	Contact with plant thorns and spines and sharp leaves	Other accident in nature	Accident	Accident			ICD-10
W600	Contact with plant thorns and spines and sharp leaves	Other accident in nature	Accident	Accident			ICD-10
W601	Contact with plant thorns and spines and sharp leaves	Other accident in nature	Accident	Accident			ICD-10
W602	Contact with plant thorns and spines and sharp leaves	Other accident in nature	Accident	Accident			ICD-10
W603	Contact with plant thorns and spines and sharp leaves	Other accident in nature	Accident	Accident			ICD-10
W604	Contact with plant thorns and spines and sharp leaves	Other accident in nature	Accident	Accident			ICD-10
W605	Contact with plant thorns and spines and sharp leaves	Other accident in nature	Accident	Accident			ICD-10
W606	Contact with plant thorns and spines and sharp leaves	Other accident in nature	Accident	Accident			ICD-10
W607	Contact with plant thorns and spines and sharp leaves	Other accident in nature	Accident	Accident			ICD-10
W608	Contact with plant thorns and spines and sharp leaves	Other accident in nature	Accident	Accident			ICD-10
W609	Contact with plant thorns and spines and sharp leaves	Other accident in nature	Accident	Accident			ICD-10
9188	[X]Transport accidents	Other transport accident	Transport accident	Accident			read
17268	[X]Other external causes of accidental injury	Other transport accident	Transport accident	Accident			read
21066	[X]Car occupant injured in transport accident	Other transport accident	Transport accident	Accident			read
19196	[X]Pedestrian injured in transport accident	Other transport accident	Transport accident	Accident			read
49475	[X]Bus occupant injured in transport accident	Other transport accident	Transport accident	Accident			read
43718	[V]Examination+observation following transport accident	Other transport accident	Transport accident	Accident			read
67084	[X]Unspecified transport accident	Other transport accident	Transport accident	Accident			read
7143	[X]Sequelae of transport accidents	Other transport accident	Transport accident	Accident			read
45682	[X]Other and unspecified transport accidents	Other transport accident	Transport accident	Accident			read
67750	[X]Other specified transport accidents	Other transport accident	Transport accident	Accident			read
25265	[X]Other land transport accidents	Other transport accident	Transport accident	Accident			read
68760	[X]Occupant pick-up truck or van inj in transport accident	Other transport accident	Transport accident	Accident			read
36111	[X]Bus occupant injured in noncollision transport accident	Other transport accident	Transport accident	Accident			read
101459	Accident caused by transmission belt	Other transport accident	Transport accident	Accident			read
102674	[X]Car occupant [any] injured in other spec transport acc	Other transport accident	Transport accident	Accident			read
103253	[X]Pedestrian injured in unspecified transport accident	Other transport accident	Transport accident	Accident			read
107301	[X]Ped injured in other and unspecified transport accidents	Other transport accident	Transport accident	Accident			read
70091	[X]Car occupant injured in noncollision transport accident	Other transport accident	Transport accident	Accident			read
97355	[X]Bus occupant inj in other and unspecified transport acc	Other transport accident	Transport accident	Accident			read
60469	[X]Occupant of streetcar injured in transport accident	Other transport accident	Transport accident	Accident			read
63403	Accident caused by transmission chain	Other transport accident	Transport accident	Accident			read
17662	Train accidents	Train accident	Transport accident	Accident			read
32177	Railway accidents	Train accident	Transport accident	Accident			read
46930	[X]Occup railway train/railway vehicle inj in transport acc	Train accident	Transport accident	Accident			read
64231	Railway accident NOS	Train accident	Transport accident	Accident			read
25325	[X]Pedest injured in collision railway train or railway veh	Train accident	Transport accident	Accident			read
55547	"Accident involving being caught by cable car, not on rails"	Train accident	Transport accident	Accident			read
55571	"Accident involving fall from cable car, not on rails"	Train accident	Transport accident	Accident			read
46472	Accidents involving cable cars not running on rails	Train accident	Transport accident	Accident			read
61798	MVTA involving collision with train	Train accident	Transport accident	Accident			read
109528	"MVTA involving collision with train, unspecified"	Train accident	Transport accident	Accident			read
111765	MVTA+train collision NOS - motor vehicle driver injured	Train accident	Transport accident	Accident			read
41685	Railway accident involving derailment without collision	Train accident	Transport accident	Accident			read
85187	MVTA+train collision unspec - motor vehicle passenger inj	Train accident	Transport accident	Accident			read
36290	"Other spec rail accident, NOS - passenger injured"	Train accident	Transport accident	Accident			read
64891	Train collision with rock on railway	Train accident	Transport accident	Accident			read
96020	Derailment due to train problem without antecedent collision	Train accident	Transport accident	Accident			read
