Code_ready_CPRDGOLD_HES_ONS,coding_term,ACE_indicator_code,indicator_specific,ACE_indicator_1,ACE_indicator_2,ACE_domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
7928,"Contusion, toe",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE43.00,"30pre/60post,days","",Aslt_algo_2,,2,read
17491,"Contusion, trunk",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE2..00,"30pre/60post,days","",Aslt_algo_2,,2,read
25669,"Contusion, upper arm",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE30300,"30pre/60post,days","",Aslt_algo_2,,2,read
9459,"Contusion, upper limb",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE3..00,"30pre/60post,days","",Aslt_algo_2,,2,read
44456,"Contusion, upper limb NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE3z.00,"30pre/60post,days","",Aslt_algo_2,,2,read
44298,"Contusion, upper limb, multiple sites",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE3y.00,"30pre/60post,days","",Aslt_algo_2,,2,read
17214,"Contusion, wrist",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE32100,"30pre/60post,days","",Aslt_algo_2,,2,read
33792,"Contusion, wrist and hand NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE32z00,"30pre/60post,days","",Aslt_algo_2,,2,read
19962,"Contusion,trunk NOS",mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE2z.00,"30pre/60post,days","",Aslt_algo_2,,2,read
11909,Discussed with health visitor,mIPV6,Health visitor increasing concern,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,6718.00,"30pre/60post,days","",Aslt_algo_2,,2,read
10764,Heel bruise,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE42011,"30pre/60post,days","",Aslt_algo_2,,2,read
18430,Late effect of contusion,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SC13.00,"30pre/60post,days","",Aslt_algo_2,,2,read
46267,Liver haematoma and contusion without open wound into cavity,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,S740100,"30pre/60post,days","",Aslt_algo_2,,2,read
63868,Lung contusion without mention of open wound into thorax,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,S712100,"30pre/60post,days","",Aslt_algo_2,,2,read
20117,Other contusion neck,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE08.00,"30pre/60post,days","",Aslt_algo_2,,2,read
6990,Refer to health visitor,mIPV6,Health visitor increasing concern,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,8H73.00,"30pre/60post,days","",Aslt_algo_2,,2,read
19392,Refer to health visitor,mIPV6,Health visitor increasing concern,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZL74.11,"30pre/60post,days","",Aslt_algo_2,,2,read
18871,Referral to health visitor,mIPV6,Health visitor increasing concern,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZL74.00,"30pre/60post,days","",Aslt_algo_2,,2,read
18272,Shared care: health visitor/GP,mIPV6,Health visitor increasing concern,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,66S6.00,"30pre/60post,days","",Aslt_algo_2,,2,read
12729,Shoulder bruise,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE30011,"30pre/60post,days","",Aslt_algo_2,,2,read
7144,Toenail bruise,mIPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,SE43.11,"30pre/60post,days","",Aslt_algo_2,,2,read
28843,Under care of health visitor,mIPV6,Health visitor increasing concern,Mother assaulted + high-risk presentations (algorithm),Suspected mIPV (susp. mIPV),mIPV,ZL23400,"30pre/60post,days","",Aslt_algo_2,,2,read
