medcode,code_orginal,Cause,system
93315,N083g00,Other musculoskeletal disorders,read
23970,N083h00,Other musculoskeletal disorders,read
100114,N083j00,Other musculoskeletal disorders,read
26398,N083k00,Other musculoskeletal disorders,read
37467,N083l00,Other musculoskeletal disorders,read
44491,N083n00,Other musculoskeletal disorders,read
99294,N083s00,Other musculoskeletal disorders,read
37777,N083t00,Other musculoskeletal disorders,read
60766,N083u00,Other musculoskeletal disorders,read
72740,N083v00,Other musculoskeletal disorders,read
47031,N083w00,Other musculoskeletal disorders,read
18152,N083x00,Other musculoskeletal disorders,read
64342,N083z00,Other musculoskeletal disorders,read
10941,N084.00,Other musculoskeletal disorders,read
67746,N084000,Other musculoskeletal disorders,read
69704,N084100,Other musculoskeletal disorders,read
23553,N084200,Other musculoskeletal disorders,read
71864,N084300,Other musculoskeletal disorders,read
15396,N084400,Other musculoskeletal disorders,read
42689,N084500,Other musculoskeletal disorders,read
15888,N084600,Other musculoskeletal disorders,read
37417,N084700,Other musculoskeletal disorders,read
64208,N084800,Other musculoskeletal disorders,read
64383,N084900,Other musculoskeletal disorders,read
111424,N084B00,Other musculoskeletal disorders,read
95415,N084C00,Other musculoskeletal disorders,read
111427,N084E00,Other musculoskeletal disorders,read
105576,N084F00,Other musculoskeletal disorders,read
58754,N084G00,Other musculoskeletal disorders,read
73748,N084H00,Other musculoskeletal disorders,read
95815,N084J00,Other musculoskeletal disorders,read
105242,N084K00,Other musculoskeletal disorders,read
67140,N084L00,Other musculoskeletal disorders,read
95013,N084M00,Other musculoskeletal disorders,read
89002,N084Q00,Other musculoskeletal disorders,read
104838,N084R00,Other musculoskeletal disorders,read
55487,N084S00,Other musculoskeletal disorders,read
43574,N084T00,Other musculoskeletal disorders,read
48894,N084U00,Other musculoskeletal disorders,read
106278,N084V00,Other musculoskeletal disorders,read
93781,N084W00,Other musculoskeletal disorders,read
51245,N084X00,Other musculoskeletal disorders,read
73573,N084Y00,Other musculoskeletal disorders,read
94274,N084Z00,Other musculoskeletal disorders,read
59836,N084a00,Other musculoskeletal disorders,read
58608,N084b00,Other musculoskeletal disorders,read
106794,N084c00,Other musculoskeletal disorders,read
61184,N084d00,Other musculoskeletal disorders,read
69005,N084f00,Other musculoskeletal disorders,read
23556,N084z00,Other musculoskeletal disorders,read
95342,N367B00,Other musculoskeletal disorders,read
94710,N367C00,Other musculoskeletal disorders,read
94291,N367E00,Other musculoskeletal disorders,read
15904,N085.00,Other musculoskeletal disorders,read
29271,N085000,Other musculoskeletal disorders,read
4906,N085100,Other musculoskeletal disorders,read
96443,N085200,Other musculoskeletal disorders,read
103109,N085300,Other musculoskeletal disorders,read
23607,N085400,Other musculoskeletal disorders,read
70437,N085500,Other musculoskeletal disorders,read
70401,N085600,Other musculoskeletal disorders,read
60578,N085700,Other musculoskeletal disorders,read
65809,N085800,Other musculoskeletal disorders,read
62172,N085900,Other musculoskeletal disorders,read
109320,N085A00,Other musculoskeletal disorders,read
73907,N085C00,Other musculoskeletal disorders,read
96491,N085F00,Other musculoskeletal disorders,read
41826,N085G00,Other musculoskeletal disorders,read
111543,N085J00,Other musculoskeletal disorders,read
94401,N085K00,Other musculoskeletal disorders,read
70872,N085L00,Other musculoskeletal disorders,read
53640,N085M00,Other musculoskeletal disorders,read
52930,N085P00,Other musculoskeletal disorders,read
68115,N085Q00,Other musculoskeletal disorders,read
97995,N085R00,Other musculoskeletal disorders,read
94532,N085S00,Other musculoskeletal disorders,read
112344,N085T00,Other musculoskeletal disorders,read
98595,N085U00,Other musculoskeletal disorders,read
38687,N085z00,Other musculoskeletal disorders,read
93789,N086.00,Other musculoskeletal disorders,read
41468,N086000,Other musculoskeletal disorders,read
49540,N086100,Other musculoskeletal disorders,read
57400,N086z00,Other musculoskeletal disorders,read
30476,N087.00,Other musculoskeletal disorders,read
37762,N087100,Other musculoskeletal disorders,read
69473,N087500,Other musculoskeletal disorders,read
47272,N087600,Other musculoskeletal disorders,read
16891,N087800,Other musculoskeletal disorders,read
40392,N08y.00,Other musculoskeletal disorders,read
110278,N08y000,Other musculoskeletal disorders,read
41559,N08y100,Other musculoskeletal disorders,read
71423,N08y300,Other musculoskeletal disorders,read
41517,N08y400,Other musculoskeletal disorders,read
73620,N08y500,Other musculoskeletal disorders,read
38313,N08y600,Other musculoskeletal disorders,read
19133,N08y700,Other musculoskeletal disorders,read
41526,N08y800,Other musculoskeletal disorders,read
69929,N08yz00,Other musculoskeletal disorders,read
15569,N096500,Other musculoskeletal disorders,read
6824,N215800,Other musculoskeletal disorders,read
102504,N215B00,Other musculoskeletal disorders,read
107511,Nyu3B00,Other musculoskeletal disorders,read
25426,N08..00,Other musculoskeletal disorders,read
51490,N08z.00,Other musculoskeletal disorders,read
54112,N08z000,Other musculoskeletal disorders,read
51131,N08z100,Other musculoskeletal disorders,read
66913,N08z200,Other musculoskeletal disorders,read
93131,N08z300,Other musculoskeletal disorders,read
61117,N08z400,Other musculoskeletal disorders,read
89935,N08z500,Other musculoskeletal disorders,read
55455,N08z600,Other musculoskeletal disorders,read
64536,N08z700,Other musculoskeletal disorders,read
56887,N08zz00,Other musculoskeletal disorders,read
6857,N09..00,Other musculoskeletal disorders,read
2120,N091.00,Other musculoskeletal disorders,read
55063,N091000,Other musculoskeletal disorders,read
65637,N091100,Other musculoskeletal disorders,read
73019,N091200,Other musculoskeletal disorders,read
44579,N091300,Other musculoskeletal disorders,read
41519,N091400,Other musculoskeletal disorders,read
72202,N091500,Other musculoskeletal disorders,read
45685,N091600,Other musculoskeletal disorders,read
41649,N091700,Other musculoskeletal disorders,read
72200,N091800,Other musculoskeletal disorders,read
56767,N091900,Other musculoskeletal disorders,read
54228,N091A00,Other musculoskeletal disorders,read
44583,N091D00,Other musculoskeletal disorders,read
49323,N091F00,Other musculoskeletal disorders,read
110562,N091G00,Other musculoskeletal disorders,read
89918,N091H00,Other musculoskeletal disorders,read
112602,N091J00,Other musculoskeletal disorders,read
44607,N091K00,Other musculoskeletal disorders,read
27871,N091M00,Other musculoskeletal disorders,read
71979,N091N00,Other musculoskeletal disorders,read
49321,N091P00,Other musculoskeletal disorders,read
95034,N091Q00,Other musculoskeletal disorders,read
110334,N091R00,Other musculoskeletal disorders,read
95010,N091S00,Other musculoskeletal disorders,read
100266,N091T00,Other musculoskeletal disorders,read
41964,N091V00,Other musculoskeletal disorders,read
61175,N091z00,Other musculoskeletal disorders,read
51902,N09C.00,Other musculoskeletal disorders,read
57300,N08yA00,Other musculoskeletal disorders,read
106138,N083Z00,Other musculoskeletal disorders,read
105512,N083a00,Other musculoskeletal disorders,read
105367,N08yB00,Other musculoskeletal disorders,read
41596,Nyu3C00,Other musculoskeletal disorders,read
479,N090.00,Other musculoskeletal disorders,read
1441,N090000,Other musculoskeletal disorders,read
21524,N090100,Other musculoskeletal disorders,read
29700,N090200,Other musculoskeletal disorders,read
51500,N090300,Other musculoskeletal disorders,read
15570,N090400,Other musculoskeletal disorders,read
68568,N090500,Other musculoskeletal disorders,read
34014,N090600,Other musculoskeletal disorders,read
25934,N090700,Other musculoskeletal disorders,read
47512,N090800,Other musculoskeletal disorders,read
16021,N090900,Other musculoskeletal disorders,read
24997,N090A00,Other musculoskeletal disorders,read
63329,N090B00,Other musculoskeletal disorders,read
57342,N090C00,Other musculoskeletal disorders,read
17709,N090D00,Other musculoskeletal disorders,read
94983,N090E00,Other musculoskeletal disorders,read
48812,N090F00,Other musculoskeletal disorders,read
48127,N090G00,Other musculoskeletal disorders,read
37131,N090H00,Other musculoskeletal disorders,read
38980,N090J00,Other musculoskeletal disorders,read
53659,N090K00,Other musculoskeletal disorders,read
64473,N090L00,Other musculoskeletal disorders,read
17658,N090M00,Other musculoskeletal disorders,read
65998,N090N00,Other musculoskeletal disorders,read
27746,N090P00,Other musculoskeletal disorders,read
94322,N090Q00,Other musculoskeletal disorders,read
91298,N090R00,Other musculoskeletal disorders,read
33739,N090T00,Other musculoskeletal disorders,read
73723,N090U00,Other musculoskeletal disorders,read
62465,N090V00,Other musculoskeletal disorders,read
29396,N090X00,Other musculoskeletal disorders,read
3739,N090Y00,Other musculoskeletal disorders,read
37541,N090z00,Other musculoskeletal disorders,read
5864,N094.00,Other musculoskeletal disorders,read
202,N094000,Other musculoskeletal disorders,read
15842,N094100,Other musculoskeletal disorders,read
16029,N094200,Other musculoskeletal disorders,read
7495,N094300,Other musculoskeletal disorders,read
6459,N094400,Other musculoskeletal disorders,read
15146,N094500,Other musculoskeletal disorders,read
3812,N094600,Other musculoskeletal disorders,read
8365,N094700,Other musculoskeletal disorders,read
36091,N094800,Other musculoskeletal disorders,read
1418,N094900,Other musculoskeletal disorders,read
17659,N094A00,Other musculoskeletal disorders,read
8952,N094B00,Other musculoskeletal disorders,read
36367,N094C00,Other musculoskeletal disorders,read
6523,N094D00,Other musculoskeletal disorders,read
67170,N094E00,Other musculoskeletal disorders,read
5999,N094F00,Other musculoskeletal disorders,read
22445,N094G00,Other musculoskeletal disorders,read
29540,N094H00,Other musculoskeletal disorders,read
7676,N094J00,Other musculoskeletal disorders,read
33407,N094K00,Other musculoskeletal disorders,read
9883,N094L00,Other musculoskeletal disorders,read
6044,N094M00,Other musculoskeletal disorders,read
61245,N094N00,Other musculoskeletal disorders,read
33885,N094P00,Other musculoskeletal disorders,read
63058,N094Q00,Other musculoskeletal disorders,read
41510,N094R00,Other musculoskeletal disorders,read
59586,N094S00,Other musculoskeletal disorders,read
38465,N094T00,Other musculoskeletal disorders,read
45456,N094U00,Other musculoskeletal disorders,read
37136,N094V00,Other musculoskeletal disorders,read
6166,N094W00,Other musculoskeletal disorders,read
29775,N094z00,Other musculoskeletal disorders,read
5787,N245700,Other musculoskeletal disorders,read
6528,N095.00,Other musculoskeletal disorders,read
44414,N095000,Other musculoskeletal disorders,read
10749,N095100,Other musculoskeletal disorders,read
15320,N095200,Other musculoskeletal disorders,read
56269,N095300,Other musculoskeletal disorders,read
14933,N095400,Other musculoskeletal disorders,read
36520,N095500,Other musculoskeletal disorders,read
41620,N095600,Other musculoskeletal disorders,read
42709,N095700,Other musculoskeletal disorders,read
41960,N095800,Other musculoskeletal disorders,read
20449,N095900,Other musculoskeletal disorders,read
42108,N095A00,Other musculoskeletal disorders,read
57119,N095B00,Other musculoskeletal disorders,read
72584,N095C00,Other musculoskeletal disorders,read
39947,N095D00,Other musculoskeletal disorders,read
48799,N095F00,Other musculoskeletal disorders,read
27885,N095G00,Other musculoskeletal disorders,read
54626,N095H00,Other musculoskeletal disorders,read
58712,N095J00,Other musculoskeletal disorders,read
42080,N095K00,Other musculoskeletal disorders,read
27535,N095M00,Other musculoskeletal disorders,read
53837,N095P00,Other musculoskeletal disorders,read
52839,N095Q00,Other musculoskeletal disorders,read
111002,N095R00,Other musculoskeletal disorders,read
100255,N095S00,Other musculoskeletal disorders,read
104694,N095T00,Other musculoskeletal disorders,read
105158,N095U00,Other musculoskeletal disorders,read
63399,N095V00,Other musculoskeletal disorders,read
9486,N095W00,Other musculoskeletal disorders,read
44118,N095z00,Other musculoskeletal disorders,read
4011,N09B.00,Other musculoskeletal disorders,read
26856,N096.00,Other musculoskeletal disorders,read
64439,N096000,Other musculoskeletal disorders,read
14806,N096100,Other musculoskeletal disorders,read
23555,N096200,Other musculoskeletal disorders,read
15520,N096300,Other musculoskeletal disorders,read
37441,N096400,Other musculoskeletal disorders,read
29705,N096600,Other musculoskeletal disorders,read
15897,N096700,Other musculoskeletal disorders,read
49337,N096800,Other musculoskeletal disorders,read
38821,N096900,Other musculoskeletal disorders,read
35922,N096A00,Other musculoskeletal disorders,read
69502,N096B00,Other musculoskeletal disorders,read
52890,N096C00,Other musculoskeletal disorders,read
61902,N096D00,Other musculoskeletal disorders,read
54927,N096E00,Other musculoskeletal disorders,read
50959,N096F00,Other musculoskeletal disorders,read
63729,N096G00,Other musculoskeletal disorders,read
51297,N096H00,Other musculoskeletal disorders,read
95328,N096J00,Other musculoskeletal disorders,read
67331,N096K00,Other musculoskeletal disorders,read
69493,N096L00,Other musculoskeletal disorders,read
35925,N096M00,Other musculoskeletal disorders,read
52851,N096N00,Other musculoskeletal disorders,read
61133,N096P00,Other musculoskeletal disorders,read
93470,N096Q00,Other musculoskeletal disorders,read
88477,N096R00,Other musculoskeletal disorders,read
112647,N096S00,Other musculoskeletal disorders,read
73650,N096T00,Other musculoskeletal disorders,read
94947,N096U00,Other musculoskeletal disorders,read
95726,N096V00,Other musculoskeletal disorders,read
49412,N096z00,Other musculoskeletal disorders,read
5570,N099.00,Other musculoskeletal disorders,read
53765,N099000,Other musculoskeletal disorders,read
62547,N099100,Other musculoskeletal disorders,read
34801,N099200,Other musculoskeletal disorders,read
36092,N099300,Other musculoskeletal disorders,read
95467,N099400,Other musculoskeletal disorders,read
24445,N099500,Other musculoskeletal disorders,read
66739,N099600,Other musculoskeletal disorders,read
24475,N099700,Other musculoskeletal disorders,read
55934,N099800,Other musculoskeletal disorders,read
24247,N099A00,Other musculoskeletal disorders,read
67335,N099B00,Other musculoskeletal disorders,read
1380,N099C00,Other musculoskeletal disorders,read
49848,N099E00,Other musculoskeletal disorders,read
111034,N099F00,Other musculoskeletal disorders,read
103875,N099G00,Other musculoskeletal disorders,read
94367,N099H00,Other musculoskeletal disorders,read
62911,N099J00,Other musculoskeletal disorders,read
111097,N099K00,Other musculoskeletal disorders,read
59670,N099L00,Other musculoskeletal disorders,read
44802,N09y.00,Other musculoskeletal disorders,read
65515,N09y000,Other musculoskeletal disorders,read
51399,N09y100,Other musculoskeletal disorders,read
35216,N09y200,Other musculoskeletal disorders,read
64917,N09y300,Other musculoskeletal disorders,read
45150,N09y400,Other musculoskeletal disorders,read
23434,N09y500,Other musculoskeletal disorders,read
41602,N09y600,Other musculoskeletal disorders,read
40315,N09y700,Other musculoskeletal disorders,read
60282,N09y800,Other musculoskeletal disorders,read
72543,N09y900,Other musculoskeletal disorders,read
11375,N09yz00,Other musculoskeletal disorders,read
96070,Nyu3D00,Other musculoskeletal disorders,read
2565,N09z.00,Other musculoskeletal disorders,read
103598,N09z000,Other musculoskeletal disorders,read
49833,N09z100,Other musculoskeletal disorders,read
102011,N09z200,Other musculoskeletal disorders,read
66479,N09z300,Other musculoskeletal disorders,read
61548,N09z400,Other musculoskeletal disorders,read
63843,N09z500,Other musculoskeletal disorders,read
29850,N09z600,Other musculoskeletal disorders,read
68968,N09z700,Other musculoskeletal disorders,read
42723,N09z800,Other musculoskeletal disorders,read
36215,N09z900,Other musculoskeletal disorders,read
45179,N09zz00,Other musculoskeletal disorders,read
62323,G75..00,Other musculoskeletal disorders,read
68136,G75z.00,Other musculoskeletal disorders,read
31438,N00..00,Other musculoskeletal disorders,read
52860,Nyu4.00,Other musculoskeletal disorders,read
1471,G750.00,Other musculoskeletal disorders,read
21602,G758.00,Other musculoskeletal disorders,read
18380,G759.00,Other musculoskeletal disorders,read
102193,G751.00,Other musculoskeletal disorders,read
6157,G751000,Other musculoskeletal disorders,read
93037,G751z00,Other musculoskeletal disorders,read
20509,G752.00,Other musculoskeletal disorders,read
26860,G752000,Other musculoskeletal disorders,read
109840,G752100,Other musculoskeletal disorders,read
23569,G752z00,Other musculoskeletal disorders,read
37747,G756.00,Other musculoskeletal disorders,read
47260,G756000,Other musculoskeletal disorders,read
21697,G756100,Other musculoskeletal disorders,read
93424,G756z00,Other musculoskeletal disorders,read
52604,G753.00,Other musculoskeletal disorders,read
4810,G754.00,Other musculoskeletal disorders,read
37640,G757.00,Other musculoskeletal disorders,read
29472,N200.00,Other musculoskeletal disorders,read
10432,G755.00,Other musculoskeletal disorders,read
9843,G755000,Other musculoskeletal disorders,read
3275,G755100,Other musculoskeletal disorders,read
49149,G755200,Other musculoskeletal disorders,read
68403,G755z00,Other musculoskeletal disorders,read
53789,Nyu4100,Other musculoskeletal disorders,read
104312,G75A.00,Other musculoskeletal disorders,read
62652,Nyu4200,Other musculoskeletal disorders,read
30532,G75X.00,Other musculoskeletal disorders,read
7871,N000.00,Other musculoskeletal disorders,read
36942,N000200,Other musculoskeletal disorders,read
29519,N000300,Other musculoskeletal disorders,read
99435,N000500,Other musculoskeletal disorders,read
58706,Nyu4300,Other musculoskeletal disorders,read
20007,N000000,Other musculoskeletal disorders,read
42719,N000z00,Other musculoskeletal disorders,read
32649,N003000,Other musculoskeletal disorders,read
4908,N003.00,Other musculoskeletal disorders,read
53862,Nyu4400,Other musculoskeletal disorders,read
15511,N004.00,Other musculoskeletal disorders,read
28316,N003X00,Other musculoskeletal disorders,read
95437,Nyu4E00,Other musculoskeletal disorders,read
44141,N001000,Other musculoskeletal disorders,read
17675,N001100,Other musculoskeletal disorders,read
110174,N001200,Other musculoskeletal disorders,read
71763,Nyu4500,Other musculoskeletal disorders,read
3670,N001.00,Other musculoskeletal disorders,read
2360,N002.00,Other musculoskeletal disorders,read
67149,Nyu4600,Other musculoskeletal disorders,read
83529,Nyu4F00,Other musculoskeletal disorders,read
16235,AD61.00,Other musculoskeletal disorders,read
68729,N012.00,Other musculoskeletal disorders,read
71206,N012000,Other musculoskeletal disorders,read
100365,N012700,Other musculoskeletal disorders,read
62867,N012x00,Other musculoskeletal disorders,read
1408,N20..00,Other musculoskeletal disorders,read
28074,N00y000,Other musculoskeletal disorders,read
111317,N00y100,Other musculoskeletal disorders,read
54011,N243200,Other musculoskeletal disorders,read
3388,N235.00,Other musculoskeletal disorders,read
20271,N00y.00,Other musculoskeletal disorders,read
68965,Nyu4700,Other musculoskeletal disorders,read
26410,C394.00,Other musculoskeletal disorders,read
21151,N00z.00,Other musculoskeletal disorders,read
2752,N1...00,Other musculoskeletal disorders,read
2690,N370.00,Other musculoskeletal disorders,read
34861,N371000,Other musculoskeletal disorders,read
58161,N371300,Other musculoskeletal disorders,read
97541,Nyu5000,Other musculoskeletal disorders,read
994,N371.00,Other musculoskeletal disorders,read
33731,N371z00,Other musculoskeletal disorders,read
42152,N374100,Other musculoskeletal disorders,read
93418,N374400,Other musculoskeletal disorders,read
107214,N374500,Other musculoskeletal disorders,read
36432,N374600,Other musculoskeletal disorders,read
8939,N374X00,Other musculoskeletal disorders,read
3475,N37z000,Other musculoskeletal disorders,read
53744,Nyu5100,Other musculoskeletal disorders,read
69366,N374E00,Other musculoskeletal disorders,read
1801,N372.00,Other musculoskeletal disorders,read
45481,N372000,Other musculoskeletal disorders,read
49647,N372z00,Other musculoskeletal disorders,read
48344,N374200,Other musculoskeletal disorders,read
67027,N374700,Other musculoskeletal disorders,read
60878,N374800,Other musculoskeletal disorders,read
72046,Nyu5200,Other musculoskeletal disorders,read
33640,N374W00,Other musculoskeletal disorders,read
98058,Nyu5A00,Other musculoskeletal disorders,read
36682,N373200,Other musculoskeletal disorders,read
45232,N373300,Other musculoskeletal disorders,read
12549,N373700,Other musculoskeletal disorders,read
755,N373000,Other musculoskeletal disorders,read
14790,N373100,Other musculoskeletal disorders,read
72582,Nyu5300,Other musculoskeletal disorders,read
3059,N373500,Other musculoskeletal disorders,read
45554,N374B00,Other musculoskeletal disorders,read
40041,N374300,Other musculoskeletal disorders,read
64218,N374A00,Other musculoskeletal disorders,read
67445,N374C00,Other musculoskeletal disorders,read
43192,N374D00,Other musculoskeletal disorders,read
53874,Nyu5400,Other musculoskeletal disorders,read
3705,N373600,Other musculoskeletal disorders,read
56368,Nyu5500,Other musculoskeletal disorders,read
714,N373.00,Other musculoskeletal disorders,read
11620,N373z00,Other musculoskeletal disorders,read
36725,N320.00,Other musculoskeletal disorders,read
1721,N320100,Other musculoskeletal disorders,read
58995,N320200,Other musculoskeletal disorders,read
69739,N320z00,Other musculoskeletal disorders,read
52681,N328.00,Other musculoskeletal disorders,read
36510,N32y000,Other musculoskeletal disorders,read
100102,Nyu5B00,Other musculoskeletal disorders,read
869,N388.00,Other musculoskeletal disorders,read
2895,N384.00,Other musculoskeletal disorders,read
65017,N384000,Other musculoskeletal disorders,read
61817,N384100,Other musculoskeletal disorders,read
12371,N384200,Other musculoskeletal disorders,read
66732,N384300,Other musculoskeletal disorders,read
49344,N146000,Other musculoskeletal disorders,read
20068,N146100,Other musculoskeletal disorders,read
52079,N146200,Other musculoskeletal disorders,read
67231,N148000,Other musculoskeletal disorders,read
59215,N148100,Other musculoskeletal disorders,read
55993,N148200,Other musculoskeletal disorders,read
98803,N148300,Other musculoskeletal disorders,read
62664,N148400,Other musculoskeletal disorders,read
43684,N148500,Other musculoskeletal disorders,read
55486,N148600,Other musculoskeletal disorders,read
61912,Nyu5600,Other musculoskeletal disorders,read
8667,N1y0.00,Other musculoskeletal disorders,read
94363,Nyu5700,Other musculoskeletal disorders,read
3536,N135.00,Other musculoskeletal disorders,read
41600,N135000,Other musculoskeletal disorders,read
62875,N135100,Other musculoskeletal disorders,read
14697,N135z00,Other musculoskeletal disorders,read
22470,N37y.00,Other musculoskeletal disorders,read
3396,N37..00,Other musculoskeletal disorders,read
45711,N374.00,Other musculoskeletal disorders,read
43206,N374000,Other musculoskeletal disorders,read
61857,N374z00,Other musculoskeletal disorders,read
15344,N37z.00,Other musculoskeletal disorders,read
47955,N37zz00,Other musculoskeletal disorders,read
16509,N385.00,Other musculoskeletal disorders,read
44743,N040000,Other musculoskeletal disorders,read
44203,N040100,Other musculoskeletal disorders,read
34880,N10..00,Other musculoskeletal disorders,read
2184,N100.00,Other musculoskeletal disorders,read
24200,N101.00,Other musculoskeletal disorders,read
10936,N102.00,Other musculoskeletal disorders,read
62021,N300A00,Other musculoskeletal disorders,read
61365,N300B00,Other musculoskeletal disorders,read
57140,N300C00,Other musculoskeletal disorders,read
71728,N300D00,Other musculoskeletal disorders,read
67357,N300E00,Other musculoskeletal disorders,read
70640,N301A00,Other musculoskeletal disorders,read
54963,N301C00,Other musculoskeletal disorders,read
70639,N301D00,Other musculoskeletal disorders,read
110569,N301F00,Other musculoskeletal disorders,read
106538,N301H00,Other musculoskeletal disorders,read
86775,N302A00,Other musculoskeletal disorders,read
44792,N302B00,Other musculoskeletal disorders,read
47829,N302C00,Other musculoskeletal disorders,read
40951,N302D00,Other musculoskeletal disorders,read
91890,N302E00,Other musculoskeletal disorders,read
24002,N302a00,Other musculoskeletal disorders,read
99410,N308100,Other musculoskeletal disorders,read
58786,N12zG00,Other musculoskeletal disorders,read
37172,N12z400,Other musculoskeletal disorders,read
5024,N12z800,Other musculoskeletal disorders,read
17925,N12zC00,Other musculoskeletal disorders,read
44026,N10y.00,Other musculoskeletal disorders,read
73238,Nyu6100,Other musculoskeletal disorders,read
37892,N10yz00,Other musculoskeletal disorders,read
1963,N10z.00,Other musculoskeletal disorders,read
2001,N11..00,Other musculoskeletal disorders,read
18826,N11D.00,Other musculoskeletal disorders,read
8944,N11y.00,Other musculoskeletal disorders,read
111516,Nyu6200,Other musculoskeletal disorders,read
10121,N119.00,Other musculoskeletal disorders,read
55810,N119000,Other musculoskeletal disorders,read
51318,N119100,Other musculoskeletal disorders,read
56212,N119200,Other musculoskeletal disorders,read
19386,N11B.00,Other musculoskeletal disorders,read
54852,N11B000,Other musculoskeletal disorders,read
103137,N11B100,Other musculoskeletal disorders,read
93977,N11B200,Other musculoskeletal disorders,read
9834,N11C.00,Other musculoskeletal disorders,read
54843,N11C000,Other musculoskeletal disorders,read
65641,N11C100,Other musculoskeletal disorders,read
48810,N11C200,Other musculoskeletal disorders,read
71477,Nyu6300,Other musculoskeletal disorders,read
2881,N110.00,Other musculoskeletal disorders,read
38501,N110000,Other musculoskeletal disorders,read
51531,N110100,Other musculoskeletal disorders,read
15744,N110200,Other musculoskeletal disorders,read
18217,N112.00,Other musculoskeletal disorders,read
69912,N112000,Other musculoskeletal disorders,read
62914,N112100,Other musculoskeletal disorders,read
50448,N112200,Other musculoskeletal disorders,read
18205,N112300,Other musculoskeletal disorders,read
15015,N114.00,Other musculoskeletal disorders,read
20791,N114000,Other musculoskeletal disorders,read
52991,N114100,Other musculoskeletal disorders,read
37097,N114200,Other musculoskeletal disorders,read
41378,N11D000,Other musculoskeletal disorders,read
47024,N11D100,Other musculoskeletal disorders,read
22452,N11D200,Other musculoskeletal disorders,read
96948,N11E.00,Other musculoskeletal disorders,read
109023,N11F.00,Other musculoskeletal disorders,read
56594,N11z000,Other musculoskeletal disorders,read
55238,Nyu6400,Other musculoskeletal disorders,read
106678,N051G00,Other musculoskeletal disorders,read
53184,N11D300,Other musculoskeletal disorders,read
3447,N11z.00,Other musculoskeletal disorders,read
17766,N11zz00,Other musculoskeletal disorders,read
12094,N130.00,Other musculoskeletal disorders,read
69388,N130000,Other musculoskeletal disorders,read
45296,N130100,Other musculoskeletal disorders,read
93849,N130300,Other musculoskeletal disorders,read
15331,N140.00,Other musculoskeletal disorders,read
41147,N140000,Other musculoskeletal disorders,read
62612,N140100,Other musculoskeletal disorders,read
9912,N140200,Other musculoskeletal disorders,read
106536,N140300,Other musculoskeletal disorders,read
73730,N140400,Other musculoskeletal disorders,read
98630,N140600,Other musculoskeletal disorders,read
72614,N140700,Other musculoskeletal disorders,read
43577,N140800,Other musculoskeletal disorders,read
93836,N140900,Other musculoskeletal disorders,read
97870,N140A00,Other musculoskeletal disorders,read
35117,N140z00,Other musculoskeletal disorders,read
18579,N117.00,Other musculoskeletal disorders,read
49799,N116.00,Other musculoskeletal disorders,read
16895,N1y1.00,Other musculoskeletal disorders,read
95674,N1y2.00,Other musculoskeletal disorders,read
38728,N331D00,Other musculoskeletal disorders,read
17008,N331E00,Other musculoskeletal disorders,read
9319,N331F00,Other musculoskeletal disorders,read
11543,N331G00,Other musculoskeletal disorders,read
48680,N137.00,Other musculoskeletal disorders,read
107821,Nyu6500,Other musculoskeletal disorders,read
103291,Nyu6900,Other musculoskeletal disorders,read
25742,N12z.00,Other musculoskeletal disorders,read
56595,N12z000,Other musculoskeletal disorders,read
37512,N12zz00,Other musculoskeletal disorders,read
8102,N146300,Other musculoskeletal disorders,read
17838,N146400,Other musculoskeletal disorders,read
50723,N146500,Other musculoskeletal disorders,read
12669,N148700,Other musculoskeletal disorders,read
18171,N148800,Other musculoskeletal disorders,read
31344,N148900,Other musculoskeletal disorders,read
89022,N148A00,Other musculoskeletal disorders,read
64853,N148B00,Other musculoskeletal disorders,read
12598,N148C00,Other musculoskeletal disorders,read
3640,N13z.00,Other musculoskeletal disorders,read
26066,N14..00,Other musculoskeletal disorders,read
6496,N14z.00,Other musculoskeletal disorders,read
29366,N1y..00,Other musculoskeletal disorders,read
37349,N1z..00,Other musculoskeletal disorders,read
2057,N134.00,Other musculoskeletal disorders,read
16397,N144.00,Other musculoskeletal disorders,read
14740,N144000,Other musculoskeletal disorders,read
2679,N144100,Other musculoskeletal disorders,read
23627,N144z00,Other musculoskeletal disorders,read
769,N242200,Other musculoskeletal disorders,read
4948,N141.00,Other musculoskeletal disorders,read
20994,N13y200,Other musculoskeletal disorders,read
98356,N14A.00,Other musculoskeletal disorders,read
22705,N14y.00,Other musculoskeletal disorders,read
94797,Nyu7A00,Other musculoskeletal disorders,read
557,N145.00,Other musculoskeletal disorders,read
23744,N231200,Other musculoskeletal disorders,read
15100,N231100,Other musculoskeletal disorders,read
93927,N231400,Other musculoskeletal disorders,read
55372,PGy4.00,Other musculoskeletal disorders,read
94697,N231500,Other musculoskeletal disorders,read
95407,Nyu8100,Other musculoskeletal disorders,read
69504,Nyu8200,Other musculoskeletal disorders,read
24767,N231.00,Other musculoskeletal disorders,read
48626,N231000,Other musculoskeletal disorders,read
48893,N231z00,Other musculoskeletal disorders,read
20713,N23y300,Other musculoskeletal disorders,read
30175,N23yA00,Other musculoskeletal disorders,read
4981,N23y200,Other musculoskeletal disorders,read
50192,Nyu8300,Other musculoskeletal disorders,read
40887,N23yB00,Other musculoskeletal disorders,read
11292,N233100,Other musculoskeletal disorders,read
