Code_ready_CPRDGOLD_HES_ONS,Coding_term,ACE_indicator_code,ACE_indicator_specific,ACE_indicator_1,ACE_indicator_2,ACE_domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
109849,Previous history of barbiturate misuse,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1TA3.00,Moderate,"","","",2,read
107593,Smokes drugs through a pipe,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,1V09.00,Moderate,"","","",2,read
71203,Urine drug metabolite screening test,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,44qP.00,Moderate,if_linked_to_referral,1,"",2,read
19554,FH: Alcoholism,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,1282.00,Moderate,"","",2,3,read
19553,Alcoholic in the family,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,1282.11,Moderate,"","",2,3,read
93714,Family history of alcohol misuse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,12X0.00,Moderate,"","",2,1,read
9687,[V]Family history of alcohol abuse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,ZV1A000,Moderate,"","",2,1,read
93570,Family history of substance misuse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,12X..00,Moderate,"","","",1,read
32998,Addict in the family,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,1283.12,Moderate,"","","",3,read
43731,[V]Alcoholism in family,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,ZV61511,Moderate,"","","",1,read
34442,Carer of a person with alcohol misuse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,918b.00,Moderate,"","","",3,read
91605,[X]Family history of other substance abuse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,ZVu6400,Moderate,"","","",1,read
111480,Alcohol misuser in household,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,13Wf.00,Moderate,"","","",3,read
111933,Family wellbeing discussion about alcohol,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,8Cx0200,Moderate,"","","",1,read
111934,Family wellbeing discussion about drugs,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,8Cx0100,Moderate,"","","",3,read
109647,Witness to adult substance misuse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,13Ho.00,Moderate,"","","",1,read
27,Alcohol consumption,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,136..00,Mild,34,1,"",2,read
95744,Alcohol use disorder identificatn test consumptn questionnre,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,38D4.00,Mild,7,1,"",2,read
93624,Fast alcohol screening test,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,388u.00,Mild,15,1,"",2,read
95663,Alcohol screen - AUDIT C completed,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,9k17.00,Mild,7,1,"",2,read
2084,Alcohol dependence syndrome,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E23..00,Severe,"","","",2,read
94963,Alcohol screen - fast alcohol screening test completed,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,9k16.00,Mild,15,1,"",2,read
94838,Alcohol use disorders identification test,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,38D3.00,Mild,19,1,"",2,read
1399,Alcohol problem drinking,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E23..12,Severe,"","","",2,read
90714,Alcohol screen - AUDIT completed,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,9k15.00,Mild,19,1,"",2,read
12981,Alcohol consumption NOS,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,136Z.00,Mild,34,1,"",2,read
48545,Alcohol questionnaire completed,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,9k13.00,Mild,"",1,"",2,read
93415,Alcohol units per week,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,136V.00,Mild,34,1,"",2,read
1618,Heavy drinker - 7-9u/day,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,1365.00,Severe,"","","",2,read
2083,Alcohol detoxification,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,8BA8.00,Severe,"","","",2,read
9264,Alcohol consumption screen,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,68S..00,Mild,34,1,"",2,read
2081,Alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E23..11,Severe,"","","",2,read
12977,Very heavy drinker - >9u/day,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,1366.00,Severe,"","","",2,read
3782,Intoxication - alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E250.14,Severe,"","","",2,read
2082,Alcohol withdrawal syndrome,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E01y000,Severe,"","","",2,read
11740,Alcohol misuse - enhanced services administration,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,9k1..00,Severe,"","","",2,read
12978,Alcohol consumption unknown,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,1368.00,Mild,"",1,"",2,read
8030,[V]Alcohol abuse counselling and surveillance,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZV6D600,Severe,"","","",2,read
30695,Harmful alcohol use,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,136T.00,Severe,"","","",2,read
12442,Alcohol disorder monitoring,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,66e..00,Severe,"","","",2,read
8999,Heavy drinker,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,136P.00,Severe,"","","",2,read
4743,Alcoholic cirrhosis of liver,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,J612.00,Severe,"","","",2,read
7885,Alcoholic liver damage unspecified,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,J613.00,Severe,"","","",2,read
9849,Referral to community alcohol team,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,8H7p.00,Severe,"","","",2,read
19489,Alcohol consumption screen,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,6892.00,Mild,34,1,"",2,read
32964,Alcohol abuse monitoring,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,66e0.00,Severe,"","","",2,read
9489,Under care of community alcohol team,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,9NN2.00,Severe,"","","",2,read
4506,Alcoholic gastritis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,J153.00,Severe,"","","",2,read
94669,Alcohol consumption screening test declined,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,8IA7.00,Mild,34,1,"",2,read
8430,H/O: alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,1462.00,Severe,"","","",2,read
6169,Alcohol dependence syndrome NOS,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E23z.00,Severe,"","","",2,read
5740,Acute alcoholic intoxication in alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E230.00,Severe,"","","",2,read
12554,Referral to community drug and alcohol team,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,8HHe.00,Severe,"","","",2,read
10691,Alcoholic fatty liver,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,J610.00,Severe,"","","",2,read
97126,Alcohol units consumed on heaviest drinking day,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,136X.00,Mild,"",1,"",2,read
32927,[X]Alcohol withdrawal-induced seizure,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10800,Severe,"","","",2,read
3216,Acute alcoholic hepatitis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,J611.00,Severe,"","","",2,read
31443,Chronic alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E231.00,Severe,"","","",2,read
59873,AUDIT - Alcohol use disorders identification test,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZR1F.11,Mild,19,1,"",2,read
63529,Alcohol misuse - enhanced service completed,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,9k12.00,Severe,"","","",2,read
12984,Very heavy drinker,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,136Q.00,Severe,"","","",2,read
7943,Alcoholic hepatitis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,J617.00,Severe,"","","",2,read
94670,Alcohol misuse,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,136W.00,Severe,"","","",2,read
95944,Alcohol assesment declined - enhanced services admin,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,9k19.00,Severe,"","","",2,read
96054,Extended intervention for excessive alcohol consumptn complt,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,9k1B.00,Severe,"","","",2,read
32850,Alcohol use disorders identification test,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZR1F.00,Mild,19,1,"",2,read
28780,[X]Alcohol addiction,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10211,Severe,"","","",2,read
9508,[X]Acute alcoholic drunkenness,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10011,Severe,"","","",2,read
33635,Chronic alcoholism NOS,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E231z00,Severe,"","","",2,read
5758,[X]Chronic alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10212,Severe,"","","",2,read
94553,Referral to specialist alcohol treatment service,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,8HkG.00,Severe,"","","",2,read
5611,[X]Mental and behavioural disorders due to use of alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10.00,Severe,"","","",2,read
1476,Delirium tremens,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E010.12,Severe,"","","",2,read
4500,Korsakov's alcoholic psychosis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E011000,Severe,"","","",2,read
94485,Alcohol screen - AUDIT PC completed,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,9k18.00,Mild,15,1,"",2,read
18156,Alcoholics anonymous,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,13Y8.00,Severe,"","","",2,read
19217,Alcohol causing toxic effect,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,SM0..00,Severe,"","","",2,read
97501,Alcoh use disor id test Piccinelli consumption questionnaire,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,38D5.00,Mild,"",1,"",2,read
21650,Admitted to alcohol detoxification centre,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,8H35.00,Severe,"","","",2,read
8388,[V]Alcohol rehabilitation,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZV57A00,Severe,"","","",2,read
18252,"Accidental poisoning by alcohol, NEC",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,T90..00,Severe,"","",2,2,read
17259,"[X]Delirium tremens, alcohol induced",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10411,Severe,"","","",2,read
16225,Alcohol withdrawal delirium,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E010.00,Severe,"","","",2,read
2925,Alcoholic polyneuropathy,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F375.00,Severe,"","","",2,read
7123,[V]Personal history of alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZV11300,Severe,"","","",2,read
97680,Declined referral to specialist alcohol treatment service,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,8IAJ.00,Severe,"","","",2,read
4915,Alcoholic cardiomyopathy,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,G555.00,Severe,"","","",2,read
30460,Alcoholism counselling,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Z4B1.00,Severe,"","","",2,read
22277,DTs - delirium tremens,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E010.11,Severe,"","","",2,read
39327,[X]Mental and behav dis due to use alcohol: dependence syndr,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10200,Severe,"","","",2,read
24984,Alcohol-induced chronic pancreatitis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,J671000,Severe,"","","",2,read
11107,Wernicke's encephalopathy,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,C253.00,Severe,"","","",2,read
47123,Alcohol counselling by other agencies,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,9k14.00,Severe,"","","",2,read
16237,Alcoholic psychoses,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E01..00,Severe,"","","",2,read
23945,Fetal alcohol syndrome,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,PK80.00,Severe,"","","",2,read
24064,Continuous chronic alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E231100,Severe,"","","",2,read
36748,Alcoholic encephalopathy,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F11x011,Severe,"","","",2,read
17607,[X]Alcoholic psychosis NOS,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10514,Severe,"","","",2,read
38061,Alcohol induced hallucinations,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,1B1c.00,Severe,"","","",2,read
44299,[X]Mental & behav dis due to use alcohol: acute intoxication,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10000,Severe,"","","",2,read
56410,Delivery of rehabilitation for alcohol addiction,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,7P22100,Severe,"","","",2,read
26106,Episodic chronic alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E231200,Severe,"","","",2,read
21879,[X]Mental and behav dis due to use of alcohol: harmful use,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10100,Severe,"","","",2,read
18636,Wernicke-Korsakov syndrome,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E011200,Severe,"","","",2,read
96107,Single alcohol screening questionnaire,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,38D2.00,Mild,"",1,"",2,read
17330,Alcoholic hepatic failure,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,J613000,Severe,"","","",2,read
8363,Oesophageal varices in alcoholic cirrhosis of the liver,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,G852300,Severe,"","","",2,read
29691,Aversion therapy - alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,8G32.00,Severe,"","","",2,read
6467,[X]Alcoholic hallucinosis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10511,Severe,"","","",2,read
84218,Disqualified from driving due to excess alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,13ZY.00,Severe,"","","",2,read
24485,Chronic alcoholism in remission,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E231300,Severe,"","","",2,read
22707,Drinking problem scale,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZRBJ.00,Mild,"",1,"",2,read
11670,"[X]Korsakov's psychosis, alcohol induced",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10611,Severe,"","","",2,read
41983,Alcohol detoxification,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Z191.00,Severe,"","","",2,read
104611,Alcohol-induced acute pancreatitis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,J670800,Severe,"","","",2,read
43193,Unspecified chronic alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E231000,Severe,"","","",2,read
36296,Acute alcoholic intoxication in alcoholism NOS,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E230z00,Severe,"","","",2,read
25110,Alcohol withdrawal hallucinosis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E013.00,Severe,"","","",2,read
42305,Severity of alcohol dependence questionnaire,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZRk6.00,Mild,30,1,"",2,read
10458,[V]Screening for alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZV79100,Mild,"",1,"",2,read
33670,Other alcoholic psychosis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E01y.00,Severe,"","","",2,read
12353,[X]Mental & behav dis due to use alcohol: psychotic disorder,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10500,Severe,"","","",2,read
20514,[X]Mental and behav dis due to use alcohol: withdrawal state,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10300,Severe,"","","",2,read
4501,Wernicke's encephalopathy,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,C251.11,Severe,"","","",2,read
102247,Extended interven for excessive alcohol consumption declined,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,8IAt.00,Severe,"","","",2,read
100493,Five-shot questionnaire on heavy drinking,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,38Df.00,Mild,"",1,"",2,read
30404,Alcoholic paranoia,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E015.00,Severe,"","","",2,read
31742,Alcoholic myopathy,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F394100,Severe,"","","",2,read
40530,"Acute alcoholic intoxication, unspecified, in alcoholism",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E230000,Severe,"","","",2,read
102770,SADQ - Severity of alcohol dependence questionnaire,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,38Dz.11,Mild,30,1,"",2,read
37691,[X]Chronic alcoholic brain syndrome,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10712,Severe,"","","",2,read
16587,[V]Problems related to lifestyle alcohol use,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZV11311,Severe,"","","",2,read
30036,"[X]Poisoning/exposure, ? intent, to alcohol",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,U409.00,Severe,"","","",2,read
59574,"Acute alcoholic intoxication in remission, in alcoholism",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E230300,Severe,"","","",2,read
17149,[V]Blood-alcohol and blood-drug test,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZV70L00,Mild,"",1,"",2,read
7602,Chronic alcoholic hepatitis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,J617000,Severe,"","","",2,read
102577,Severity of alcohol dependence questionnaire,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,38Dz.00,Mild,30,1,"",2,read
21713,Alcoholic fibrosis and sclerosis of liver,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,J612000,Severe,"","","",2,read
30162,[X]Alcoholic paranoia,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10513,Severe,"","","",2,read
109108,Alcohol dependence resolved,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,2126C00,Severe,"","","",2,read
65980,Alcohol use inventory,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZR1G.00,Mild,"",1,"",2,read
109701,Emergency dept attendanc related to personl alcohl consumptn,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,9Nz9.00,Severe,"","","",2,read
67651,Alcoholic psychosis NOS,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E01z.00,Severe,"","","",2,read
50507,Alcohol dependence scale,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZR1E.00,Mild,"",1,"",2,read
21624,Episodic acute alcoholic intoxication in alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E230200,Severe,"","","",2,read
39799,[X]Mental and behav dis due to use alcohol: amnesic syndrome,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10600,Severe,"","","",2,read
11106,Korsakov's alcoholic psychosis with peripheral neuritis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E011100,Severe,"","","",2,read
33839,Cerebellar ataxia due to alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F144000,Severe,"","","",2,read
57714,Alcohol dependence with acute alcoholic intoxication,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E230.11,Severe,"","","",2,read
64101,[X]Men & behav dis due alcohl: withdrawl state with delirium,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Eu10400,Severe,"","","",2,read
47555,Cerebral degeneration due to alcoholism,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F11x000,Severe,"","","",2,read
41251,BMAST - Brief Michigan alcoholism screening test,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZRa1111,Mild,4,1,"",2,read
57939,Pathological alcohol intoxication,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E014.00,Severe,"","","",2,read
20762,Alcohol amnestic syndrome,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E011.00,Severe,"","","",2,read
66831,SADQ - Severity of alcohol dependence questionnaire,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,ZRk6.11,Mild,30,1,"",2,read
